zone,species,armador,nave,coef
XV-II,ANCHOVETA,ARICA SEAFOOD PRODUCER S.A.,BEC118307,0.0026758
XV-II,SARDINA,ARICA SEAFOOD PRODUCER S.A.,BEC118307,0.0013973
XV-II,JUREL,ARICA SEAFOOD PRODUCER S.A.,BEC118307,0.001914
XV-II,ANCHOVETA,ARICA SEAFOOD PRODUCER S.A.,BEC075308,0.0027504
XV-II,SARDINA,ARICA SEAFOOD PRODUCER S.A.,BEC075308,0.0015661
XV-II,JUREL,ARICA SEAFOOD PRODUCER S.A.,BEC075308,0.0017363
XV-II,ANCHOVETA,ARICA SEAFOOD PRODUCER S.A.,BEC036109,0.0016875
XV-II,SARDINA,ARICA SEAFOOD PRODUCER S.A.,BEC036109,0.0003233
XV-II,JUREL,ARICA SEAFOOD PRODUCER S.A.,BEC036109,0.0004749
XV-II,ANCHOVETA,CAMANCHACA S.A. CIA. PESQ.,COLLEN,0.0079177
XV-II,SARDINA,CAMANCHACA S.A. CIA. PESQ.,COLLEN,0.0142353
XV-II,JUREL,CAMANCHACA S.A. CIA. PESQ.,COLLEN,0.0075958
XV-II,ANCHOVETA,CAMANCHACA S.A. CIA. PESQ.,COSTA GRANDE 1,0.0059135
XV-II,SARDINA,CAMANCHACA S.A. CIA. PESQ.,COSTA GRANDE 1,0.0047837
XV-II,JUREL,CAMANCHACA S.A. CIA. PESQ.,COSTA GRANDE 1,0.0048325
XV-II,ANCHOVETA,CAMANCHACA S.A. CIA. PESQ.,COSTA GRANDE 2,0.0068433
XV-II,SARDINA,CAMANCHACA S.A. CIA. PESQ.,COSTA GRANDE 2,0.0061489
XV-II,JUREL,CAMANCHACA S.A. CIA. PESQ.,COSTA GRANDE 2,0.0053068
XV-II,ANCHOVETA,CAMANCHACA S.A. CIA. PESQ.,COSTA GRANDE 3,0.0060153
XV-II,SARDINA,CAMANCHACA S.A. CIA. PESQ.,COSTA GRANDE 3,0.0045042
XV-II,JUREL,CAMANCHACA S.A. CIA. PESQ.,COSTA GRANDE 3,0.0044745
XV-II,ANCHOVETA,CAMANCHACA S.A. CIA. PESQ.,COSTA GRANDE 4,0.0051303
XV-II,SARDINA,CAMANCHACA S.A. CIA. PESQ.,COSTA GRANDE 4,0.0045226
XV-II,JUREL,CAMANCHACA S.A. CIA. PESQ.,COSTA GRANDE 4,0.0036045
XV-II,ANCHOVETA,CAMANCHACA S.A. CIA. PESQ.,ESTURION,0.0096555
XV-II,SARDINA,CAMANCHACA S.A. CIA. PESQ.,ESTURION,0.0112834
XV-II,JUREL,CAMANCHACA S.A. CIA. PESQ.,ESTURION,0.0070777
XV-II,ANCHOVETA,CAMANCHACA S.A. CIA. PESQ.,LICANTEN,0.0120665
XV-II,SARDINA,CAMANCHACA S.A. CIA. PESQ.,LICANTEN,0.0137055
XV-II,JUREL,CAMANCHACA S.A. CIA. PESQ.,LICANTEN,0.0101842
XV-II,ANCHOVETA,CAMANCHACA S.A. CIA. PESQ.,LOA 1,0.0045778
XV-II,SARDINA,CAMANCHACA S.A. CIA. PESQ.,LOA 1,0.0064599
XV-II,JUREL,CAMANCHACA S.A. CIA. PESQ.,LOA 1,0.0053386
XV-II,ANCHOVETA,CAMANCHACA S.A. CIA. PESQ.,LOA 2,0.0059785
XV-II,SARDINA,CAMANCHACA S.A. CIA. PESQ.,LOA 2,0.0058264
XV-II,JUREL,CAMANCHACA S.A. CIA. PESQ.,LOA 2,0.0065867
XV-II,ANCHOVETA,CAMANCHACA S.A. CIA. PESQ.,LOA 4,0.0045172
XV-II,SARDINA,CAMANCHACA S.A. CIA. PESQ.,LOA 4,0.004605
XV-II,JUREL,CAMANCHACA S.A. CIA. PESQ.,LOA 4,0.0044284
XV-II,ANCHOVETA,CAMANCHACA S.A. CIA. PESQ.,LOA 5,0.006694
XV-II,SARDINA,CAMANCHACA S.A. CIA. PESQ.,LOA 5,0.0067313
XV-II,JUREL,CAMANCHACA S.A. CIA. PESQ.,LOA 5,0.0085568
XV-II,ANCHOVETA,CAMANCHACA S.A. CIA. PESQ.,LOA 7,0.0072253
XV-II,SARDINA,CAMANCHACA S.A. CIA. PESQ.,LOA 7,0.0069923
XV-II,JUREL,CAMANCHACA S.A. CIA. PESQ.,LOA 7,0.0080737
XV-II,ANCHOVETA,CAMANCHACA S.A. CIA. PESQ.,OFICINA GERMANIA,0.0090123
XV-II,SARDINA,CAMANCHACA S.A. CIA. PESQ.,OFICINA GERMANIA,0.0074214
XV-II,JUREL,CAMANCHACA S.A. CIA. PESQ.,OFICINA GERMANIA,0.0063521
XV-II,ANCHOVETA,CAMANCHACA S.A. CIA. PESQ.,OFICINA VIGO,0.0095518
XV-II,SARDINA,CAMANCHACA S.A. CIA. PESQ.,OFICINA VIGO,0.0109776
XV-II,JUREL,CAMANCHACA S.A. CIA. PESQ.,OFICINA VIGO,0.0060021
XV-II,ANCHOVETA,CAMANCHACA S.A. CIA. PESQ.,2187.03,0.0088026
XV-II,SARDINA,CAMANCHACA S.A. CIA. PESQ.,2187.03,0.006818
XV-II,JUREL,CAMANCHACA S.A. CIA. PESQ.,2187.03,0.0104285
XV-II,ANCHOVETA,CAMANCHACA S.A. CIA. PESQ.,2188.03,0.0051239
XV-II,SARDINA,CAMANCHACA S.A. CIA. PESQ.,2188.03,0.0081328
XV-II,JUREL,CAMANCHACA S.A. CIA. PESQ.,2188.03,0.0056678
XV-II,ANCHOVETA,CAMANCHACA S.A. CIA. PESQ.,244.04,0.00555
XV-II,SARDINA,CAMANCHACA S.A. CIA. PESQ.,244.04,0.0046162
XV-II,JUREL,CAMANCHACA S.A. CIA. PESQ.,244.04,0.0058019
XV-II,ANCHOVETA,CAMANCHACA S.A. CIA. PESQ.,243.04,0.0072521
XV-II,SARDINA,CAMANCHACA S.A. CIA. PESQ.,243.04,0.0066182
XV-II,JUREL,CAMANCHACA S.A. CIA. PESQ.,243.04,0.0088211
XV-II,ANCHOVETA,CAMANCHACA S.A. CIA. PESQ.,242.04,0.0084879
XV-II,SARDINA,CAMANCHACA S.A. CIA. PESQ.,242.04,0.0092831
XV-II,JUREL,CAMANCHACA S.A. CIA. PESQ.,242.04,0.0133888
XV-II,ANCHOVETA,CAMANCHACA S.A. CIA. PESQ.,ATACAMA IV,0.0129502
XV-II,SARDINA,CAMANCHACA S.A. CIA. PESQ.,ATACAMA IV,0.0155239
XV-II,JUREL,CAMANCHACA S.A. CIA. PESQ.,ATACAMA IV,0.0089931
XV-II,ANCHOVETA,CAMANCHACA S.A. CIA. PESQ.,ATACAMA V,0.0123609
XV-II,SARDINA,CAMANCHACA S.A. CIA. PESQ.,ATACAMA V,0.0144847
XV-II,JUREL,CAMANCHACA S.A. CIA. PESQ.,ATACAMA V,0.0080694
XV-II,ANCHOVETA,CAMANCHACA S.A. CIA. PESQ.,CLAUDIA ALEJANDRA,0.0126797
XV-II,SARDINA,CAMANCHACA S.A. CIA. PESQ.,CLAUDIA ALEJANDRA,0.0156961
XV-II,JUREL,CAMANCHACA S.A. CIA. PESQ.,CLAUDIA ALEJANDRA,0.0094157
XV-II,ANCHOVETA,CAMANCHACA S.A. CIA. PESQ.,BEC327507,0.0079178
XV-II,SARDINA,CAMANCHACA S.A. CIA. PESQ.,BEC327507,0.009091
XV-II,JUREL,CAMANCHACA S.A. CIA. PESQ.,BEC327507,0.0043598
XV-II,ANCHOVETA,CAMANCHACA S.A. CIA. PESQ.,ALBIMER,0.0151572
XV-II,SARDINA,CAMANCHACA S.A. CIA. PESQ.,ALBIMER,0.0123722
XV-II,JUREL,CAMANCHACA S.A. CIA. PESQ.,ALBIMER,0.0114103
XV-II,ANCHOVETA,CORPESCA S.A.,AGUILA REAL,0.0063328
XV-II,SARDINA,CORPESCA S.A.,AGUILA REAL,0.0084276
XV-II,JUREL,CORPESCA S.A.,AGUILA REAL,0.005832
XV-II,ANCHOVETA,CORPESCA S.A.,ALERCE,0.007686
XV-II,SARDINA,CORPESCA S.A.,ALERCE,0.0098849
XV-II,JUREL,CORPESCA S.A.,ALERCE,0.0058765
XV-II,ANCHOVETA,CORPESCA S.A.,ANGAMOS 1,0.00981
XV-II,SARDINA,CORPESCA S.A.,ANGAMOS 1,0.0096824
XV-II,JUREL,CORPESCA S.A.,ANGAMOS 1,0.010488
XV-II,ANCHOVETA,CORPESCA S.A.,ANGAMOS 2,0.0100024
XV-II,SARDINA,CORPESCA S.A.,ANGAMOS 2,0.0094821
XV-II,JUREL,CORPESCA S.A.,ANGAMOS 2,0.0082828
XV-II,ANCHOVETA,CORPESCA S.A.,ANGAMOS 3,0.0114997
XV-II,SARDINA,CORPESCA S.A.,ANGAMOS 3,0.0086343
XV-II,JUREL,CORPESCA S.A.,ANGAMOS 3,0.011915
XV-II,ANCHOVETA,CORPESCA S.A.,ANGAMOS 4,0.0101956
XV-II,SARDINA,CORPESCA S.A.,ANGAMOS 4,0.0088039
XV-II,JUREL,CORPESCA S.A.,ANGAMOS 4,0.0074871
XV-II,ANCHOVETA,CORPESCA S.A.,ANGAMOS 9,0.0106212
XV-II,SARDINA,CORPESCA S.A.,ANGAMOS 9,0.0104537
XV-II,JUREL,CORPESCA S.A.,ANGAMOS 9,0.0079382
XV-II,ANCHOVETA,CORPESCA S.A.,AUDAZ,0.0133218
XV-II,SARDINA,CORPESCA S.A.,AUDAZ,0.0134548
XV-II,JUREL,CORPESCA S.A.,AUDAZ,0.0149114
XV-II,ANCHOVETA,CORPESCA S.A.,AVENTURERO,0.0115883
XV-II,SARDINA,CORPESCA S.A.,AVENTURERO,0.0080397
XV-II,JUREL,CORPESCA S.A.,AVENTURERO,0.0100392
XV-II,ANCHOVETA,CORPESCA S.A.,BANDURRIA,0.0060833
XV-II,SARDINA,CORPESCA S.A.,BANDURRIA,0.0076516
XV-II,JUREL,CORPESCA S.A.,BANDURRIA,0.0055536
XV-II,ANCHOVETA,CORPESCA S.A.,BARRACUDA IV,0.0135646
XV-II,SARDINA,CORPESCA S.A.,BARRACUDA IV,0.0158128
XV-II,JUREL,CORPESCA S.A.,BARRACUDA IV,0.0219041
XV-II,ANCHOVETA,CORPESCA S.A.,BIO BIO,0.0067429
XV-II,SARDINA,CORPESCA S.A.,BIO BIO,0.0066746
XV-II,JUREL,CORPESCA S.A.,BIO BIO,0.0047366
XV-II,ANCHOVETA,CORPESCA S.A.,BLANQUILLO,0.0134911
XV-II,SARDINA,CORPESCA S.A.,BLANQUILLO,0.0135646
XV-II,JUREL,CORPESCA S.A.,BLANQUILLO,0.020397
XV-II,ANCHOVETA,CORPESCA S.A.,CAMIÑA,0.008086
XV-II,SARDINA,CORPESCA S.A.,CAMIÑA,0.0077868
XV-II,JUREL,CORPESCA S.A.,CAMIÑA,0.0074788
XV-II,ANCHOVETA,CORPESCA S.A.,COLCHANE,0.0111912
XV-II,SARDINA,CORPESCA S.A.,COLCHANE,0.0102187
XV-II,JUREL,CORPESCA S.A.,COLCHANE,0.014179
XV-II,ANCHOVETA,CORPESCA S.A.,CORMORAN,0.0095888
XV-II,SARDINA,CORPESCA S.A.,CORMORAN,0.0077864
XV-II,JUREL,CORPESCA S.A.,CORMORAN,0.0068593
XV-II,ANCHOVETA,CORPESCA S.A.,DON ANTONIO,0.0054648
XV-II,SARDINA,CORPESCA S.A.,DON ANTONIO,0.0044759
XV-II,JUREL,CORPESCA S.A.,DON ANTONIO,0.0044895
XV-II,ANCHOVETA,CORPESCA S.A.,DON EDMUNDO,0.0046232
XV-II,SARDINA,CORPESCA S.A.,DON EDMUNDO,0.0029283
XV-II,JUREL,CORPESCA S.A.,DON EDMUNDO,0.0033445
XV-II,ANCHOVETA,CORPESCA S.A.,DON GINO,0.0123799
XV-II,SARDINA,CORPESCA S.A.,DON GINO,0.0092884
XV-II,JUREL,CORPESCA S.A.,DON GINO,0.0133454
XV-II,ANCHOVETA,CORPESCA S.A.,DON PETER,0.0042016
XV-II,SARDINA,CORPESCA S.A.,DON PETER,0.0017034
XV-II,JUREL,CORPESCA S.A.,DON PETER,0.0023222
XV-II,ANCHOVETA,CORPESCA S.A.,EPERVA 44,0.0050175
XV-II,SARDINA,CORPESCA S.A.,EPERVA 44,0.0060952
XV-II,JUREL,CORPESCA S.A.,EPERVA 44,0.004688
XV-II,ANCHOVETA,CORPESCA S.A.,EPERVA 46,0.0054346
XV-II,SARDINA,CORPESCA S.A.,EPERVA 46,0.0058273
XV-II,JUREL,CORPESCA S.A.,EPERVA 46,0.0052021
XV-II,ANCHOVETA,CORPESCA S.A.,EPERVA 48,0.0056301
XV-II,SARDINA,CORPESCA S.A.,EPERVA 48,0.0065206
XV-II,JUREL,CORPESCA S.A.,EPERVA 48,0.0053302
XV-II,ANCHOVETA,CORPESCA S.A.,EPERVA 49,0.0088791
XV-II,SARDINA,CORPESCA S.A.,EPERVA 49,0.0081568
XV-II,JUREL,CORPESCA S.A.,EPERVA 49,0.0124193
XV-II,ANCHOVETA,CORPESCA S.A.,EPERVA 50,0.0081294
XV-II,SARDINA,CORPESCA S.A.,EPERVA 50,0.0074716
XV-II,JUREL,CORPESCA S.A.,EPERVA 50,0.0094431
XV-II,ANCHOVETA,CORPESCA S.A.,EPERVA 51,0.0096651
XV-II,SARDINA,CORPESCA S.A.,EPERVA 51,0.0094332
XV-II,JUREL,CORPESCA S.A.,EPERVA 51,0.0109597
XV-II,ANCHOVETA,CORPESCA S.A.,EPERVA 52,0.005687
XV-II,SARDINA,CORPESCA S.A.,EPERVA 52,0.0058822
XV-II,JUREL,CORPESCA S.A.,EPERVA 52,0.0047483
XV-II,ANCHOVETA,CORPESCA S.A.,EPERVA 56,0.0080882
XV-II,SARDINA,CORPESCA S.A.,EPERVA 56,0.0068288
XV-II,JUREL,CORPESCA S.A.,EPERVA 56,0.009125
XV-II,ANCHOVETA,CORPESCA S.A.,EPERVA 57,0.0102026
XV-II,SARDINA,CORPESCA S.A.,EPERVA 57,0.0106808
XV-II,JUREL,CORPESCA S.A.,EPERVA 57,0.0120246
XV-II,ANCHOVETA,CORPESCA S.A.,EPERVA 58,0.0081014
XV-II,SARDINA,CORPESCA S.A.,EPERVA 58,0.0073158
XV-II,JUREL,CORPESCA S.A.,EPERVA 58,0.0105361
XV-II,ANCHOVETA,CORPESCA S.A.,EPERVA 60,0.008103
XV-II,SARDINA,CORPESCA S.A.,EPERVA 60,0.0067168
XV-II,JUREL,CORPESCA S.A.,EPERVA 60,0.0109177
XV-II,ANCHOVETA,CORPESCA S.A.,EPERVA 61,0.011011
XV-II,SARDINA,CORPESCA S.A.,EPERVA 61,0.0084162
XV-II,JUREL,CORPESCA S.A.,EPERVA 61,0.0089477
XV-II,ANCHOVETA,CORPESCA S.A.,EPERVA 62,0.0110258
XV-II,SARDINA,CORPESCA S.A.,EPERVA 62,0.0086397
XV-II,JUREL,CORPESCA S.A.,EPERVA 62,0.0075156
XV-II,ANCHOVETA,CORPESCA S.A.,EPERVA 63,0.0100679
XV-II,SARDINA,CORPESCA S.A.,EPERVA 63,0.0062438
XV-II,JUREL,CORPESCA S.A.,EPERVA 63,0.013296
XV-II,ANCHOVETA,CORPESCA S.A.,EPERVA 64,0.011863
XV-II,SARDINA,CORPESCA S.A.,EPERVA 64,0.0090017
XV-II,JUREL,CORPESCA S.A.,EPERVA 64,0.0136087
XV-II,ANCHOVETA,CORPESCA S.A.,EPERVA 65,0.0119854
XV-II,SARDINA,CORPESCA S.A.,EPERVA 65,0.0093196
XV-II,JUREL,CORPESCA S.A.,EPERVA 65,0.0101187
XV-II,ANCHOVETA,CORPESCA S.A.,EPERVA 66,0.0104864
XV-II,SARDINA,CORPESCA S.A.,EPERVA 66,0.0113206
XV-II,JUREL,CORPESCA S.A.,EPERVA 66,0.0131757
XV-II,ANCHOVETA,CORPESCA S.A.,GAVILAN,0.008124
XV-II,SARDINA,CORPESCA S.A.,GAVILAN,0.0091971
XV-II,JUREL,CORPESCA S.A.,GAVILAN,0.0115183
XV-II,ANCHOVETA,CORPESCA S.A.,GUALLATIRE,0.0094546
XV-II,SARDINA,CORPESCA S.A.,GUALLATIRE,0.0061833
XV-II,JUREL,CORPESCA S.A.,GUALLATIRE,0.0099516
XV-II,ANCHOVETA,CORPESCA S.A.,GUANAYE,0.009196
XV-II,SARDINA,CORPESCA S.A.,GUANAYE,0.0067314
XV-II,JUREL,CORPESCA S.A.,GUANAYE,0.0070667
XV-II,ANCHOVETA,CORPESCA S.A.,HALCON,0.0061636
XV-II,SARDINA,CORPESCA S.A.,HALCON,0.0077526
XV-II,JUREL,CORPESCA S.A.,HALCON,0.0056269
XV-II,ANCHOVETA,CORPESCA S.A.,HUAYQUIQUE,0.0067474
XV-II,SARDINA,CORPESCA S.A.,HUAYQUIQUE,0.006679
XV-II,JUREL,CORPESCA S.A.,HUAYQUIQUE,0.0047398
XV-II,ANCHOVETA,CORPESCA S.A.,HURACAN,0.0140891
XV-II,SARDINA,CORPESCA S.A.,HURACAN,0.0157314
XV-II,JUREL,CORPESCA S.A.,HURACAN,0.0197753
XV-II,ANCHOVETA,CORPESCA S.A.,ICALMA,0.0088007
XV-II,SARDINA,CORPESCA S.A.,ICALMA,0.0113408
XV-II,JUREL,CORPESCA S.A.,ICALMA,0.0063177
XV-II,ANCHOVETA,CORPESCA S.A.,INTREPIDO,0.0134577
XV-II,SARDINA,CORPESCA S.A.,INTREPIDO,0.0118204
XV-II,JUREL,CORPESCA S.A.,INTREPIDO,0.0116449
XV-II,ANCHOVETA,CORPESCA S.A.,ISLUGA,0.0055275
XV-II,SARDINA,CORPESCA S.A.,ISLUGA,0.0059388
XV-II,JUREL,CORPESCA S.A.,ISLUGA,0.0053228
XV-II,ANCHOVETA,CORPESCA S.A.,JOSEPH M. HAMWEE,0.0056079
XV-II,SARDINA,CORPESCA S.A.,JOSEPH M. HAMWEE,0.0043084
XV-II,JUREL,CORPESCA S.A.,JOSEPH M. HAMWEE,0.004417
XV-II,ANCHOVETA,CORPESCA S.A.,JUAN MANUEL,0.0085052
XV-II,SARDINA,CORPESCA S.A.,JUAN MANUEL,0.0115319
XV-II,JUREL,CORPESCA S.A.,JUAN MANUEL,0.0115723
XV-II,ANCHOVETA,CORPESCA S.A.,LA HUAICA,0.0077046
XV-II,SARDINA,CORPESCA S.A.,LA HUAICA,0.009246
XV-II,JUREL,CORPESCA S.A.,LA HUAICA,0.0080313
XV-II,ANCHOVETA,CORPESCA S.A.,LIVILCAR,0.0092098
XV-II,SARDINA,CORPESCA S.A.,LIVILCAR,0.0092087
XV-II,JUREL,CORPESCA S.A.,LIVILCAR,0.0081965
XV-II,ANCHOVETA,CORPESCA S.A.,MANUEL ROJAS,0.0101151
XV-II,SARDINA,CORPESCA S.A.,MANUEL ROJAS,0.0109088
XV-II,JUREL,CORPESCA S.A.,MANUEL ROJAS,0.0091522
XV-II,ANCHOVETA,CORPESCA S.A.,MAR DEL NORTE,0.0074955
XV-II,SARDINA,CORPESCA S.A.,MAR DEL NORTE,0.0077007
XV-II,JUREL,CORPESCA S.A.,MAR DEL NORTE,0.0076706
XV-II,ANCHOVETA,CORPESCA S.A.,MAR DEL PLATA,0.007814
XV-II,SARDINA,CORPESCA S.A.,MAR DEL PLATA,0.0064121
XV-II,JUREL,CORPESCA S.A.,MAR DEL PLATA,0.0090144
XV-II,ANCHOVETA,CORPESCA S.A.,MAR DEL SUR,0.007586
XV-II,SARDINA,CORPESCA S.A.,MAR DEL SUR,0.0064584
XV-II,JUREL,CORPESCA S.A.,MAR DEL SUR,0.0090169
XV-II,ANCHOVETA,CORPESCA S.A.,MAR TIRRENO,0.0080032
XV-II,SARDINA,CORPESCA S.A.,MAR TIRRENO,0.0045945
XV-II,JUREL,CORPESCA S.A.,MAR TIRRENO,0.0102269
XV-II,ANCHOVETA,CORPESCA S.A.,MARLIN,0.0093943
XV-II,SARDINA,CORPESCA S.A.,MARLIN,0.0082865
XV-II,JUREL,CORPESCA S.A.,MARLIN,0.0126293
XV-II,ANCHOVETA,CORPESCA S.A.,MERO,0.0133326
XV-II,SARDINA,CORPESCA S.A.,MERO,0.0151744
XV-II,JUREL,CORPESCA S.A.,MERO,0.0150362
XV-II,ANCHOVETA,CORPESCA S.A.,PACHICA,0.0093044
XV-II,SARDINA,CORPESCA S.A.,PACHICA,0.0080838
XV-II,JUREL,CORPESCA S.A.,PACHICA,0.0080033
XV-II,ANCHOVETA,CORPESCA S.A.,PARINA I,0.0135305
XV-II,SARDINA,CORPESCA S.A.,PARINA I,0.0113427
XV-II,JUREL,CORPESCA S.A.,PARINA I,0.0084406
XV-II,ANCHOVETA,CORPESCA S.A.,PARINACOTA,0.0109445
XV-II,SARDINA,CORPESCA S.A.,PARINACOTA,0.0103203
XV-II,JUREL,CORPESCA S.A.,PARINACOTA,0.0137322
XV-II,ANCHOVETA,CORPESCA S.A.,PATILLOS,0.0092047
XV-II,SARDINA,CORPESCA S.A.,PATILLOS,0.0071177
XV-II,JUREL,CORPESCA S.A.,PATILLOS,0.0110375
XV-II,ANCHOVETA,CORPESCA S.A.,PUCARA,0.0081054
XV-II,SARDINA,CORPESCA S.A.,PUCARA,0.0057781
XV-II,JUREL,CORPESCA S.A.,PUCARA,0.0074301
XV-II,ANCHOVETA,CORPESCA S.A.,PUCHULDIZA,0.0049403
XV-II,SARDINA,CORPESCA S.A.,PUCHULDIZA,0.0047828
XV-II,JUREL,CORPESCA S.A.,PUCHULDIZA,0.0058671
XV-II,ANCHOVETA,CORPESCA S.A.,RAULI,0.0077306
XV-II,SARDINA,CORPESCA S.A.,RAULI,0.0091226
XV-II,JUREL,CORPESCA S.A.,RAULI,0.0060582
XV-II,ANCHOVETA,CORPESCA S.A.,RELAMPAGO,0.0143387
XV-II,SARDINA,CORPESCA S.A.,RELAMPAGO,0.0115197
XV-II,JUREL,CORPESCA S.A.,RELAMPAGO,0.0102911
XV-II,ANCHOVETA,CORPESCA S.A.,REÑACA,0.0089172
XV-II,SARDINA,CORPESCA S.A.,REÑACA,0.0081019
XV-II,JUREL,CORPESCA S.A.,REÑACA,0.007513
XV-II,ANCHOVETA,CORPESCA S.A.,ROBLE,0.0079167
XV-II,SARDINA,CORPESCA S.A.,ROBLE,0.0109902
XV-II,JUREL,CORPESCA S.A.,ROBLE,0.0061451
XV-II,ANCHOVETA,CORPESCA S.A.,SAGASCA,0.0094162
XV-II,SARDINA,CORPESCA S.A.,SAGASCA,0.0118438
XV-II,JUREL,CORPESCA S.A.,SAGASCA,0.0085963
XV-II,ANCHOVETA,CORPESCA S.A.,SALMON,0.0135327
XV-II,SARDINA,CORPESCA S.A.,SALMON,0.0142824
XV-II,JUREL,CORPESCA S.A.,SALMON,0.0181868
XV-II,ANCHOVETA,CORPESCA S.A.,SAN JORGE I,0.0094132
XV-II,SARDINA,CORPESCA S.A.,SAN JORGE I,0.0130656
XV-II,JUREL,CORPESCA S.A.,SAN JORGE I,0.0082661
XV-II,ANCHOVETA,CORPESCA S.A.,SQUA,0.0085445
XV-II,SARDINA,CORPESCA S.A.,SQUA,0.0065091
XV-II,JUREL,CORPESCA S.A.,SQUA,0.006387
XV-II,ANCHOVETA,CORPESCA S.A.,TAMBO,0.0088044
XV-II,SARDINA,CORPESCA S.A.,TAMBO,0.0090103
XV-II,JUREL,CORPESCA S.A.,TAMBO,0.0084248
XV-II,ANCHOVETA,CORPESCA S.A.,TIL TIL,0.0058072
XV-II,SARDINA,CORPESCA S.A.,TIL TIL,0.0074534
XV-II,JUREL,CORPESCA S.A.,TIL TIL,0.0058188
XV-II,ANCHOVETA,CORPESCA S.A.,TOCONAO II,0.0071141
XV-II,SARDINA,CORPESCA S.A.,TOCONAO II,0.0062567
XV-II,JUREL,CORPESCA S.A.,TOCONAO II,0.0077489
XV-II,ANCHOVETA,CORPESCA S.A.,TORNADO,0.0142547
XV-II,SARDINA,CORPESCA S.A.,TORNADO,0.0183157
XV-II,JUREL,CORPESCA S.A.,TORNADO,0.0164707
XV-II,ANCHOVETA,CORPESCA S.A.,TRUENO I,0.0168914
XV-II,SARDINA,CORPESCA S.A.,TRUENO I,0.014706
XV-II,JUREL,CORPESCA S.A.,TRUENO I,0.0156713
XV-II,ANCHOVETA,CORPESCA S.A.,DON ERNESTO AYALA MARFIL,0.0106729
XV-II,SARDINA,CORPESCA S.A.,DON ERNESTO AYALA MARFIL,0.0084732
XV-II,JUREL,CORPESCA S.A.,DON ERNESTO AYALA MARFIL,0.0147127
XV-II,ANCHOVETA,CORPESCA S.A.,CORPESCA 2,0.0122401
XV-II,SARDINA,CORPESCA S.A.,CORPESCA 2,0.0124763
XV-II,JUREL,CORPESCA S.A.,CORPESCA 2,0.0093776
XV-II,ANCHOVETA,CORPESCA S.A.,CORPESCA 1,0.0153558
XV-II,SARDINA,CORPESCA S.A.,CORPESCA 1,0.0217035
XV-II,JUREL,CORPESCA S.A.,CORPESCA 1,0.0189208
XV-II,ANCHOVETA,ORIZON S.A.,GUANAYE 4,0.0081989
XV-II,SARDINA,ORIZON S.A.,GUANAYE 4,0.0107477
XV-II,JUREL,ORIZON S.A.,GUANAYE 4,0.008216
XV-II,ANCHOVETA,ORIZON S.A.,GUANAYE 5,0.0081539
XV-II,SARDINA,ORIZON S.A.,GUANAYE 5,0.0100177
XV-II,JUREL,ORIZON S.A.,GUANAYE 5,0.0085324
XV-II,ANCHOVETA,ORIZON S.A.,VENTISQUERO,0.0184471
XV-II,SARDINA,ORIZON S.A.,VENTISQUERO,0.0194164
XV-II,JUREL,ORIZON S.A.,VENTISQUERO,0.0207695
XV-II,ANCHOVETA,ORIZON S.A.,BEC202206,0.0105599
XV-II,SARDINA,ORIZON S.A.,BEC202206,0.0145553
XV-II,JUREL,ORIZON S.A.,BEC202206,0.0111516
XV-II,ANCHOVETA,ORIZON S.A.,BEC229211,0.0109836
XV-II,SARDINA,ORIZON S.A.,BEC229211,0.0160559
XV-II,JUREL,ORIZON S.A.,BEC229211,0.0129703
III-IV,JUREL,ALIMENTOS MARINOS S.A.,ALCANTARA,0.0056092
III-IV,JUREL,ALIMENTOS MARINOS S.A.,ALCONES,0.0048011
III-IV,JUREL,ALIMENTOS MARINOS S.A.,AREQUIPA VII,0.003607
III-IV,JUREL,ALIMENTOS MARINOS S.A.,OGRI,0.0023107
III-IV,JUREL,ALIMENTOS MARINOS S.A.,ORDINAT,0.0087018
III-IV,JUREL,ALIMENTOS MARINOS S.A.,PANILONCO,0.0095517
III-IV,JUREL,ALIMENTOS MARINOS S.A.,QUERELEMA,0.0182747
III-IV,JUREL,ALIMENTOS MARINOS S.A.,RANQUILHUE,0.0124912
III-IV,JUREL,ALIMENTOS MARINOS S.A.,SEIKO,0.0040993
III-IV,JUREL,ALIMENTOS MARINOS S.A.,VICHUQUEN II,0.0142124
III-IV,JUREL,ARICA SEAFOOD PRODUCER S.A.,BEC036109,0.0003042
III-IV,JUREL,BAHIA CALDERA S.A. PESQ.,BEC259605,0.0012243
III-IV,JUREL,BAHIA CALDERA S.A. PESQ.,BEC259705,0.0013022
III-IV,JUREL,BAHIA CALDERA S.A. PESQ.,BEC273507,0.0019063
III-IV,JUREL,BLUMAR S.A.,BEC044601,0.017357
III-IV,JUREL,BLUMAR S.A.,BEC072305,0.0286399
III-IV,JUREL,BLUMAR S.A.,BEC082906,0.01788
III-IV,JUREL,BLUMAR S.A.,BEC156311,0.000749
III-IV,JUREL,BLUMAR S.A.,BEC214109,0.0022758
III-IV,JUREL,BLUMAR S.A.,BEC263005,0.037332
III-IV,JUREL,BLUMAR S.A.,BEC311911,0.0033457
III-IV,JUREL,BLUMAR S.A.,BEC323512,0.0210829
III-IV,JUREL,BLUMAR S.A.,BEC323712,0.0069584
III-IV,JUREL,BLUMAR S.A.,BEC329505,0.0140263
III-IV,JUREL,BLUMAR S.A.,COBRA,0.0150222
