anio,nui,nm_unidad,rg,trim,mes,cd_recurso,nm_recurso,nm_grupo,cd_linea,nm_linea,tipo_mp,mp_sin_elaborar,mp_semi_elaborada,mp_total,produccion,clase_industria
2013,90204,PLANTA,15,2,4,205,ANCHOVETA,PECES,L10,ACEITE,2,0.0,0,0.0,79.52,ANIMAL
2015,4145,PLANTA,13,2,4,205,ANCHOVETA,PECES,L10,ACEITE,2,0.0,0,0.0,79.5,ANIMAL
2022,15219,PLANTA,8,3,8,234,JUREL,PECES,L10,ACEITE,2,0.0,0,0.0,79.481,ANIMAL
2018,10973,PLANTA,8,4,11,276,SARDINA COMUN,PECES,L10,ACEITE,2,0.0,0,0.0,79.43400000000007,ANIMAL
2018,15219,PLANTA,8,1,3,234,JUREL,PECES,L9,HARINA,2,0.0,0,0.0,79.406,ANIMAL
2018,92074,PLANTA,8,3,8,234,JUREL,PECES,L9,HARINA,1,315.57,0,315.57,79.332,ANIMAL
2015,15219,PLANTA,8,4,12,234,JUREL,PECES,L9,HARINA,2,0.0,0,0.0,79.31,ANIMAL
2014,4145,PLANTA,13,4,11,205,ANCHOVETA,PECES,L10,ACEITE,2,0.0,0,0.0,79.3,ANIMAL
2019,90099,PLANTA,8,3,7,234,JUREL,PECES,L9,HARINA,2,0.0,0,0.0,79.21,ANIMAL
2018,90035,PLANTA,4,2,4,205,ANCHOVETA,PECES,L10,ACEITE,2,0.0,0,0.0,79.201,ANIMAL
2014,90071,PLANTA,8,4,12,234,JUREL,PECES,L3,CONGELADO,1,81.475938,0,81.475938,79.14,HUMANO
2018,90204,PLANTA,15,2,5,205,ANCHOVETA,PECES,L10,ACEITE,2,0.0,0,0.0,79.08900000000001,ANIMAL
2012,90157,PLANTA,1,1,3,205,ANCHOVETA,PECES,L10,ACEITE,2,0.0,0,0.0,79.0,ANIMAL
2012,90035,PLANTA,4,4,12,205,ANCHOVETA,PECES,L9,HARINA,1,388.0,0,388.0,79.0,ANIMAL
2012,90099,PLANTA,8,1,2,276,SARDINA COMUN,PECES,L10,ACEITE,2,0.0,0,0.0,79.0,ANIMAL
2012,14838,PLANTA,8,2,4,205,ANCHOVETA,PECES,L10,ACEITE,2,0.0,0,0.0,79.0,ANIMAL
2014,4145,PLANTA,13,2,5,205,ANCHOVETA,PECES,L10,ACEITE,2,0.0,0,0.0,79.0,ANIMAL
2016,10951,PLANTA,8,2,5,276,SARDINA COMUN,PECES,L10,ACEITE,2,0.0,0,0.0,79.0,ANIMAL
2016,4145,PLANTA,13,4,12,276,SARDINA COMUN,PECES,L10,ACEITE,2,0.0,0,0.0,79.0,ANIMAL
2017,13476,PLANTA,8,3,7,276,SARDINA COMUN,PECES,L9,HARINA,1,386.0,0,386.0,79.0,ANIMAL
2013,10973,PLANTA,8,1,1,234,JUREL,PECES,L10,ACEITE,2,0.0,0,0.0,78.97241,ANIMAL
2019,2332,PLANTA,8,4,11,276,SARDINA COMUN,PECES,L10,ACEITE,2,0.0,0,0.0,78.83000000000001,ANIMAL
2019,14815,PLANTA,8,2,5,234,JUREL,PECES,L3,CONGELADO,1,501.23999999999995,0,501.23999999999995,78.74,HUMANO
2015,1688,PLANTA,10,4,11,276,SARDINA COMUN,PECES,L9,HARINA,1,440.44999999999993,0,440.44999999999993,78.38100000000001,ANIMAL
2024,90099,PLANTA,8,3,7,234,JUREL,PECES,L9,HARINA,2,0.0,0,0.0,78.345,ANIMAL
2022,92074,PLANTA,8,2,5,276,SARDINA COMUN,PECES,L10,ACEITE,2,0.0,0,0.0,78.34,ANIMAL
2013,14254,PLANTA,10,1,2,276,SARDINA COMUN,PECES,L10,ACEITE,2,0.0,0,0.0,78.25128000000001,ANIMAL
2023,92074,PLANTA,8,1,3,234,JUREL,PECES,L9,HARINA,2,0.0,0,0.0,78.173,ANIMAL
2022,92637,PLANTA,5,3,8,234,JUREL,PECES,L3,CONGELADO,1,78.207,0,78.207,78.16,HUMANO
2022,15219,PLANTA,8,1,2,234,JUREL,PECES,L9,HARINA,2,0.0,0,0.0,78.15,ANIMAL
2015,90035,PLANTA,4,2,5,234,JUREL,PECES,L9,HARINA,1,417.033,0,417.033,78.01199999999999,ANIMAL
2012,2743,PLANTA,8,4,10,205,ANCHOVETA,PECES,L9,HARINA,1,455.0,0,455.0,78.0,ANIMAL
2016,90099,PLANTA,8,3,9,276,SARDINA COMUN,PECES,L9,HARINA,2,0.0,0,0.0,78.0,ANIMAL
2017,28064,PLANTA,3,2,4,234,JUREL,PECES,L10,ACEITE,2,0.0,0,0.0,78.0,ANIMAL
2017,90099,PLANTA,8,4,12,234,JUREL,PECES,L10,ACEITE,2,0.0,0,0.0,78.0,ANIMAL
2017,10973,PLANTA,8,4,11,205,ANCHOVETA,PECES,L10,ACEITE,2,0.0,0,0.0,78.0,ANIMAL
2017,2332,PLANTA,8,1,3,205,ANCHOVETA,PECES,L9,HARINA,1,470.0,0,470.0,78.0,ANIMAL
2017,14815,PLANTA,8,2,6,276,SARDINA COMUN,PECES,L10,ACEITE,2,0.0,0,0.0,78.0,ANIMAL
2022,92556,PLANTA,8,1,2,234,JUREL,PECES,L3,CONGELADO,1,123.16,0,123.16,77.96,HUMANO
2021,90157,PLANTA,1,1,2,234,JUREL,PECES,L10,ACEITE,2,0.0,0,0.0,77.92,ANIMAL
2013,2743,PLANTA,8,1,2,276,SARDINA COMUN,PECES,L10,ACEITE,2,0.0,0,0.0,77.90227,ANIMAL
2018,14837,PLANTA,14,4,12,276,SARDINA COMUN,PECES,L9,HARINA,2,0.0,0,0.0,77.867,ANIMAL
2015,15458,PLANTA,8,4,11,205,ANCHOVETA,PECES,L10,ACEITE,2,0.0,0,0.0,77.85199999999998,ANIMAL
2019,10951,PLANTA,8,1,3,276,SARDINA COMUN,PECES,L9,HARINA,1,412.59999999999997,0,412.59999999999997,77.85000000000001,ANIMAL
2022,15219,PLANTA,8,4,12,234,JUREL,PECES,L8,CONSERVA,2,0.0,0,0.0,77.815,HUMANO
2020,13476,PLANTA,8,4,12,276,SARDINA COMUN,PECES,L10,ACEITE,2,0.0,0,0.0,77.805,ANIMAL
2014,10951,PLANTA,8,4,11,276,SARDINA COMUN,PECES,L10,ACEITE,2,0.0,0,0.0,77.673385,ANIMAL
2018,90158,PLANTA,1,2,4,234,JUREL,PECES,L9,HARINA,1,366.75700000000006,0,366.75700000000006,77.66300000000003,ANIMAL
2022,90099,PLANTA,8,2,6,234,JUREL,PECES,L9,HARINA,2,0.0,0,0.0,77.623,ANIMAL
2014,28064,PLANTA,3,3,8,234,JUREL,PECES,L9,HARINA,1,354.942,0,354.942,77.5824,ANIMAL
2024,28064,PLANTA,3,2,4,234,JUREL,PECES,L10,ACEITE,2,0.0,0,0.0,77.538,ANIMAL
2013,4145,PLANTA,13,3,8,205,ANCHOVETA,PECES,L10,ACEITE,2,0.0,0,0.0,77.5,ANIMAL
2018,2743,PLANTA,8,1,1,234,JUREL,PECES,L9,HARINA,2,0.0,0,0.0,77.5,ANIMAL
2023,90099,PLANTA,8,2,6,276,SARDINA COMUN,PECES,L10,ACEITE,2,0.0,0,0.0,77.428,ANIMAL
2021,15232,PLANTA,2,4,11,205,ANCHOVETA,PECES,L10,ACEITE,2,0.0,0,0.0,77.22300000000003,ANIMAL
2019,15219,PLANTA,8,2,6,276,SARDINA COMUN,PECES,L9,HARINA,1,379.58000000000004,0,379.58000000000004,77.14000000000001,ANIMAL
2018,90099,PLANTA,8,4,12,234,JUREL,PECES,L9,HARINA,2,0.0,0,0.0,77.10700000000001,ANIMAL
2021,1688,PLANTA,10,1,2,205,ANCHOVETA,PECES,L9,HARINA,1,367.81500000000005,0,367.81500000000005,77.03299999999999,ANIMAL
2022,90158,PLANTA,1,3,8,234,JUREL,PECES,L10,ACEITE,2,0.0,0,0.0,77.025,ANIMAL
2018,14815,PLANTA,8,4,11,234,JUREL,PECES,L9,HARINA,2,0.0,0,0.0,77.009,ANIMAL
2012,14815,PLANTA,8,3,7,205,ANCHOVETA,PECES,L9,HARINA,1,404.0,0,404.0,77.0,ANIMAL
2015,90073,PLANTA,8,4,12,234,JUREL,PECES,L9,HARINA,1,360.096,0,360.096,77.0,ANIMAL
2016,15232,PLANTA,2,3,9,205,ANCHOVETA,PECES,L9,HARINA,1,340.0,0,340.0,77.0,ANIMAL
2016,90099,PLANTA,8,4,12,276,SARDINA COMUN,PECES,L10,ACEITE,2,0.0,0,0.0,77.0,ANIMAL
2016,10951,PLANTA,8,2,4,234,JUREL,PECES,L10,ACEITE,2,0.0,0,0.0,77.0,ANIMAL
2016,14254,PLANTA,10,2,6,205,ANCHOVETA,PECES,L9,HARINA,1,356.0,0,356.0,77.0,ANIMAL
2017,10452,PLANTA,5,2,5,276,SARDINA COMUN,PECES,L10,ACEITE,2,0.0,0,0.0,77.0,ANIMAL
2017,90071,PLANTA,8,1,1,234,JUREL,PECES,L2,FRESCO ENFRIADO,2,0.0,0,0.0,77.0,HUMANO
2021,14815,PLANTA,8,3,7,205,ANCHOVETA,PECES,L10,ACEITE,2,0.0,0,0.0,76.89,ANIMAL
2018,90205,PLANTA,15,3,7,205,ANCHOVETA,PECES,L9,HARINA,2,0.0,0,0.0,76.78,ANIMAL
2014,2743,PLANTA,8,1,3,205,ANCHOVETA,PECES,L9,HARINA,1,449.64200000000005,0,449.64200000000005,76.679,ANIMAL
2022,14837,PLANTA,14,2,4,205,ANCHOVETA,PECES,L10,ACEITE,2,0.0,0,0.0,76.655,ANIMAL
2023,14837,PLANTA,14,3,7,276,SARDINA COMUN,PECES,L9,HARINA,1,354.426,0,354.426,76.517,ANIMAL
2024,90073,PLANTA,8,2,6,205,ANCHOVETA,PECES,L9,HARINA,1,355.034,0,355.034,76.468,ANIMAL
2021,15219,PLANTA,8,2,5,276,SARDINA COMUN,PECES,L10,ACEITE,2,0.0,0,0.0,76.44299999999998,ANIMAL
2019,18478,PLANTA,1,1,3,205,ANCHOVETA,PECES,L10,ACEITE,2,0.0,0,0.0,76.33,ANIMAL
2018,18478,PLANTA,1,2,4,234,JUREL,PECES,L9,HARINA,1,323.635,0,323.635,76.26400000000001,ANIMAL
2014,10452,PLANTA,5,2,4,205,ANCHOVETA,PECES,L10,ACEITE,2,0.0,0,0.0,76.197168,ANIMAL
2014,28064,PLANTA,3,1,1,205,ANCHOVETA,PECES,L9,HARINA,1,386.836,0,386.836,76.04599999999999,ANIMAL
2013,90099,PLANTA,8,2,4,205,ANCHOVETA,PECES,L9,HARINA,1,417.56800000000004,0,417.56800000000004,76.0369,ANIMAL
2018,4154,PLANTA,8,1,1,234,JUREL,PECES,L3,CONGELADO,1,77.515,0,77.515,76.00999999999999,HUMANO
2012,15219,PLANTA,8,2,4,205,ANCHOVETA,PECES,L10,ACEITE,2,0.0,0,0.0,76.0,ANIMAL
2012,15458,PLANTA,8,4,12,276,SARDINA COMUN,PECES,L10,ACEITE,2,0.0,0,0.0,76.0,ANIMAL
2016,18478,PLANTA,1,2,5,205,ANCHOVETA,PECES,L10,ACEITE,2,0.0,0,0.0,76.0,ANIMAL
2016,90099,PLANTA,8,2,5,205,ANCHOVETA,PECES,L9,HARINA,1,398.0,0,398.0,76.0,ANIMAL
2016,90099,PLANTA,8,2,6,234,JUREL,PECES,L10,ACEITE,2,0.0,0,0.0,76.0,ANIMAL
2016,4154,PLANTA,8,4,12,234,JUREL,PECES,L2,FRESCO ENFRIADO,1,72.0,0,72.0,76.0,HUMANO
2016,15458,PLANTA,8,2,6,205,ANCHOVETA,PECES,L9,HARINA,1,394.0,0,394.0,76.0,ANIMAL
2016,15458,PLANTA,8,4,11,205,ANCHOVETA,PECES,L10,ACEITE,2,0.0,0,0.0,76.0,ANIMAL
2017,90035,PLANTA,4,1,1,205,ANCHOVETA,PECES,L9,HARINA,1,381.0,0,381.0,76.0,ANIMAL
2017,15219,PLANTA,8,1,3,205,ANCHOVETA,PECES,L10,ACEITE,2,0.0,0,0.0,76.0,ANIMAL
2017,92074,PLANTA,8,2,4,276,SARDINA COMUN,PECES,L9,HARINA,2,0.0,0,0.0,76.0,ANIMAL
2017,14837,PLANTA,14,4,11,276,SARDINA COMUN,PECES,L9,HARINA,2,0.0,0,0.0,76.0,ANIMAL
2020,15219,PLANTA,8,3,7,234,JUREL,PECES,L8,CONSERVA,2,0.0,0,0.0,75.943,HUMANO
2015,15458,PLANTA,8,4,12,205,ANCHOVETA,PECES,L9,HARINA,1,442.126,0,442.126,75.85300000000001,ANIMAL
2018,90035,PLANTA,4,3,7,205,ANCHOVETA,PECES,L9,HARINA,2,0.0,0,0.0,75.75,ANIMAL
2018,10452,PLANTA,5,2,4,205,ANCHOVETA,PECES,L9,HARINA,1,379.51300000000003,0,379.51300000000003,75.73400000000001,ANIMAL
2018,13476,PLANTA,8,2,6,276,SARDINA COMUN,PECES,L9,HARINA,1,386.17999999999995,0,386.17999999999995,75.631,ANIMAL
2022,4145,PLANTA,13,1,2,205,ANCHOVETA,PECES,L10,ACEITE,2,0.0,0,0.0,75.616,ANIMAL
2018,90073,PLANTA,8,2,4,234,JUREL,PECES,L9,HARINA,1,300.454767,0,300.454767,75.509,ANIMAL
2013,18478,PLANTA,1,1,2,205,ANCHOVETA,PECES,L10,ACEITE,2,0.0,0,0.0,75.491,ANIMAL
2015,15219,PLANTA,8,2,4,234,JUREL,PECES,L2,FRESCO ENFRIADO,1,75.15200000000002,0,75.15200000000002,75.46800000000002,HUMANO
2015,18478,PLANTA,1,1,3,234,JUREL,PECES,L10,ACEITE,2,0.0,0,0.0,75.38899999999998,ANIMAL
2018,90073,PLANTA,8,1,2,205,ANCHOVETA,PECES,L10,ACEITE,2,0.0,0,0.0,75.362,ANIMAL
2019,17003,PLANTA,8,4,12,276,SARDINA COMUN,PECES,L9,HARINA,1,468.39,0,468.39,75.27000000000001,ANIMAL
2021,92556,PLANTA,8,3,7,234,JUREL,PECES,L3,CONGELADO,1,102.395,0,102.395,75.26,HUMANO
2014,2421,PLANTA,8,1,3,205,ANCHOVETA,PECES,L9,HARINA,1,544.303,0,544.303,75.16808,ANIMAL
2014,90099,PLANTA,8,4,12,276,SARDINA COMUN,PECES,L9,HARINA,1,485.26,0,485.26,75.10604,ANIMAL
2019,14837,PLANTA,14,1,3,234,JUREL,PECES,L9,HARINA,1,355.42,0,355.42,75.04,ANIMAL
2015,15219,PLANTA,8,1,3,234,JUREL,PECES,L9,HARINA,1,265.34,0,265.34,75.023,ANIMAL
2019,28064,PLANTA,3,1,3,205,ANCHOVETA,PECES,L9,HARINA,1,466.14,0,466.14,75.01,ANIMAL
2012,90157,PLANTA,1,4,10,205,ANCHOVETA,PECES,L10,ACEITE,2,0.0,0,0.0,75.0,ANIMAL
2012,2421,PLANTA,8,4,11,205,ANCHOVETA,PECES,L9,HARINA,1,415.0,0,415.0,75.0,ANIMAL
2012,90073,PLANTA,8,2,4,234,JUREL,PECES,L9,HARINA,1,391.0,0,391.0,75.0,ANIMAL
2017,2743,PLANTA,8,4,10,205,ANCHOVETA,PECES,L9,HARINA,1,374.0,0,374.0,75.0,ANIMAL
2017,15219,PLANTA,8,3,7,234,JUREL,PECES,L10,ACEITE,2,0.0,0,0.0,75.0,ANIMAL
2017,15219,PLANTA,8,2,5,276,SARDINA COMUN,PECES,L9,HARINA,1,362.0,0,362.0,75.0,ANIMAL
2017,14815,PLANTA,8,2,6,205,ANCHOVETA,PECES,L9,HARINA,1,374.0,0,374.0,75.0,ANIMAL
2017,14815,PLANTA,8,4,10,276,SARDINA COMUN,PECES,L10,ACEITE,2,0.0,0,0.0,75.0,ANIMAL
2017,2989,PLANTA,8,2,6,205,ANCHOVETA,PECES,L2,FRESCO ENFRIADO,1,75.0,0,75.0,75.0,HUMANO
2020,4145,PLANTA,13,2,6,276,SARDINA COMUN,PECES,L10,ACEITE,2,0.0,0,0.0,74.987,ANIMAL
2021,90073,PLANTA,8,3,7,276,SARDINA COMUN,PECES,L9,HARINA,1,336.662,0,336.662,74.867,ANIMAL
2018,90073,PLANTA,8,3,8,234,JUREL,PECES,L10,ACEITE,2,0.0,0,0.0,74.836,ANIMAL
2022,10973,PLANTA,8,2,5,276,SARDINA COMUN,PECES,L10,ACEITE,2,0.0,0,0.0,74.686,ANIMAL
2021,92074,PLANTA,8,2,6,276,SARDINA COMUN,PECES,L10,ACEITE,2,0.0,0,0.0,74.64499999999998,ANIMAL
2024,14837,PLANTA,14,4,12,205,ANCHOVETA,PECES,L10,ACEITE,2,0.0,0,0.0,74.643,ANIMAL
2020,92074,PLANTA,8,2,4,205,ANCHOVETA,PECES,L9,HARINA,2,0.0,0,0.0,74.574,ANIMAL
2019,90099,PLANTA,8,2,4,234,JUREL,PECES,L9,HARINA,2,0.0,0,0.0,74.57000000000001,ANIMAL
2023,90073,PLANTA,8,4,11,276,SARDINA COMUN,PECES,L10,ACEITE,2,0.0,0,0.0,74.562,ANIMAL
2014,2989,PLANTA,8,2,5,234,JUREL,PECES,L2,FRESCO ENFRIADO,1,74.641669,0,74.641669,74.55699999999999,HUMANO
2020,90204,PLANTA,15,4,10,205,ANCHOVETA,PECES,L10,ACEITE,2,0.0,0,0.0,74.537,ANIMAL
2018,14837,PLANTA,14,2,6,205,ANCHOVETA,PECES,L9,HARINA,1,345.236,0,345.236,74.47099999999999,ANIMAL
2014,10951,PLANTA,8,2,6,234,JUREL,PECES,L9,HARINA,1,297.951,0,297.951,74.36595,ANIMAL
2014,15219,PLANTA,8,2,5,205,ANCHOVETA,PECES,L10,ACEITE,2,0.0,0,0.0,74.25426000000002,ANIMAL
2024,15219,PLANTA,8,4,11,276,SARDINA COMUN,PECES,L9,HARINA,1,350.531,0,350.531,74.235,ANIMAL
2013,13702,PLANTA,8,1,3,276,SARDINA COMUN,PECES,L9,HARINA,1,382.38199999999995,0,382.38199999999995,74.2158,ANIMAL
2022,1688,PLANTA,10,1,3,205,ANCHOVETA,PECES,L9,HARINA,1,387.292,0,387.292,74.201,ANIMAL
2022,18478,PLANTA,1,2,4,205,ANCHOVETA,PECES,L10,ACEITE,2,0.0,0,0.0,74.192,ANIMAL
2019,15232,PLANTA,2,4,10,234,JUREL,PECES,L9,HARINA,1,333.73,0,333.73,74.12,ANIMAL
2023,10973,PLANTA,8,4,11,205,ANCHOVETA,PECES,L10,ACEITE,2,0.0,0,0.0,74.117,ANIMAL
2020,2514,PLANTA,8,1,1,205,ANCHOVETA,PECES,L10,ACEITE,2,0.0,0,0.0,74.037,ANIMAL
2019,2989,PLANTA,8,2,4,276,SARDINA COMUN,PECES,L3,CONGELADO,1,893.9200000000002,0,893.9200000000002,74.02,HUMANO
2023,90158,PLANTA,1,1,2,234,JUREL,PECES,L9,HARINA,1,300.942,0,300.942,74.015,ANIMAL
2012,15219,PLANTA,8,2,6,205,ANCHOVETA,PECES,L9,HARINA,1,418.0,0,418.0,74.0,ANIMAL
2012,1688,PLANTA,10,4,12,276,SARDINA COMUN,PECES,L9,HARINA,1,353.0,0,353.0,74.0,ANIMAL
2012,4098,PLANTA,13,4,11,205,ANCHOVETA,PECES,L10,ACEITE,2,0.0,0,0.0,74.0,ANIMAL
2016,2743,PLANTA,8,1,3,276,SARDINA COMUN,PECES,L10,ACEITE,2,0.0,0,0.0,74.0,ANIMAL
2016,14837,PLANTA,14,4,10,205,ANCHOVETA,PECES,L9,HARINA,1,343.0,0,343.0,74.0,ANIMAL
2017,4154,PLANTA,8,3,8,234,JUREL,PECES,L2,FRESCO ENFRIADO,1,75.0,0,75.0,74.0,HUMANO
2017,14815,PLANTA,8,4,12,234,JUREL,PECES,L10,ACEITE,2,0.0,0,0.0,74.0,ANIMAL
2017,92074,PLANTA,8,3,7,234,JUREL,PECES,L9,HARINA,2,0.0,0,0.0,74.0,ANIMAL
2014,10973,PLANTA,8,1,2,234,JUREL,PECES,L9,HARINA,1,295.998,0,295.998,73.97373999999999,ANIMAL
2018,2989,PLANTA,8,1,3,276,SARDINA COMUN,PECES,L3,CONGELADO,1,73.97300000000001,0,73.97300000000001,73.96000000000001,HUMANO
2013,1688,PLANTA,10,1,2,276,SARDINA COMUN,PECES,L10,ACEITE,2,0.0,0,0.0,73.92774000000001,ANIMAL
2018,2989,PLANTA,8,3,8,234,JUREL,PECES,L2,FRESCO ENFRIADO,1,73.855,0,73.855,73.82,HUMANO
2021,90158,PLANTA,1,1,3,205,ANCHOVETA,PECES,L10,ACEITE,2,0.0,0,0.0,73.792,ANIMAL
2019,90205,PLANTA,15,2,4,205,ANCHOVETA,PECES,L9,HARINA,1,324.64,0,324.64,73.78999999999999,ANIMAL
2024,13476,PLANTA,8,4,10,276,SARDINA COMUN,PECES,L9,HARINA,1,372.382,0,372.382,73.784,ANIMAL
2023,90073,PLANTA,8,4,12,205,ANCHOVETA,PECES,L9,HARINA,1,394.959,0,394.959,73.774,ANIMAL
2019,90099,PLANTA,8,2,5,205,ANCHOVETA,PECES,L10,ACEITE,2,0.0,0,0.0,73.76,ANIMAL
2023,15219,PLANTA,8,1,1,234,JUREL,PECES,L9,HARINA,2,0.0,0,0.0,73.692,ANIMAL
2024,15219,PLANTA,8,4,11,205,ANCHOVETA,PECES,L9,HARINA,1,350.665,0,350.665,73.631,ANIMAL
2013,90035,PLANTA,4,2,4,234,JUREL,PECES,L3,CONGELADO,1,73.6,0,73.6,73.6,HUMANO
2015,90157,PLANTA,1,2,6,234,JUREL,PECES,L9,HARINA,1,317.545,0,317.545,73.487,ANIMAL
2022,13476,PLANTA,8,4,11,205,ANCHOVETA,PECES,L10,ACEITE,2,0.0,0,0.0,73.473,ANIMAL
2022,15219,PLANTA,8,3,8,234,JUREL,PECES,L9,HARINA,2,0.0,0,0.0,73.428,ANIMAL
2013,1811,PLANTA,4,1,2,234,JUREL,PECES,L3,CONGELADO,1,76.385,0,76.385,73.42,HUMANO
2022,15219,PLANTA,8,2,4,234,JUREL,PECES,L9,HARINA,2,0.0,0,0.0,73.341,ANIMAL
2020,90157,PLANTA,1,2,5,205,ANCHOVETA,PECES,L10,ACEITE,2,0.0,0,0.0,73.296,ANIMAL
2018,92074,PLANTA,8,3,7,276,SARDINA COMUN,PECES,L9,HARINA,2,0.0,0,0.0,73.265,ANIMAL
2022,90035,PLANTA,4,3,7,205,ANCHOVETA,PECES,L10,ACEITE,2,0.0,0,0.0,73.202,ANIMAL
2024,92557,PLANTA,4,1,1,234,JUREL,PECES,L3,CONGELADO,1,82.3,0,82.3,73.18,HUMANO
2018,92074,PLANTA,8,4,12,234,JUREL,PECES,L9,HARINA,2,0.0,0,0.0,73.154,ANIMAL
2024,92074,PLANTA,8,2,6,205,ANCHOVETA,PECES,L9,HARINA,1,431.363,0,431.363,73.138,ANIMAL
2019,92074,PLANTA,8,3,7,205,ANCHOVETA,PECES,L10,ACEITE,2,0.0,0,0.0,73.11,ANIMAL
2018,2514,PLANTA,8,4,11,234,JUREL,PECES,L10,ACEITE,2,0.0,0,0.0,73.10699999999999,ANIMAL
2019,92074,PLANTA,8,2,6,276,SARDINA COMUN,PECES,L9,HARINA,2,0.0,0,0.0,73.07,ANIMAL
2024,14815,PLANTA,8,3,8,234,JUREL,PECES,L10,ACEITE,2,0.0,0,0.0,73.065,ANIMAL
2014,15458,PLANTA,8,1,3,205,ANCHOVETA,PECES,L9,HARINA,1,356.687,0,356.687,73.03125,ANIMAL
2022,1688,PLANTA,10,1,3,276,SARDINA COMUN,PECES,L10,ACEITE,2,0.0,0,0.0,73.014,ANIMAL
2013,28064,PLANTA,3,2,4,205,ANCHOVETA,PECES,L10,ACEITE,2,0.0,0,0.0,73.01134400000001,ANIMAL
2012,15219,PLANTA,8,2,4,234,JUREL,PECES,L8,CONSERVA,2,0.0,0,0.0,73.0,HUMANO
2012,15458,PLANTA,8,4,12,205,ANCHOVETA,PECES,L9,HARINA,1,366.0,0,366.0,73.0,ANIMAL
2016,10973,PLANTA,8,3,7,205,ANCHOVETA,PECES,L9,HARINA,1,361.0,0,361.0,73.0,ANIMAL
2016,14837,PLANTA,14,1,2,205,ANCHOVETA,PECES,L9,HARINA,1,337.0,0,337.0,73.0,ANIMAL
2017,90099,PLANTA,8,4,11,205,ANCHOVETA,PECES,L10,ACEITE,2,0.0,0,0.0,73.0,ANIMAL
2017,92074,PLANTA,8,2,4,205,ANCHOVETA,PECES,L9,HARINA,1,354.0,0,354.0,73.0,ANIMAL
2015,90035,PLANTA,4,1,3,205,ANCHOVETA,PECES,L9,HARINA,1,389.01099999999997,0,389.01099999999997,72.967,ANIMAL
2021,17003,PLANTA,8,2,5,276,SARDINA COMUN,PECES,L9,HARINA,1,380.824,0,380.824,72.96499999999999,ANIMAL
2021,90099,PLANTA,8,2,6,234,JUREL,PECES,L9,HARINA,2,0.0,0,0.0,72.939,ANIMAL
2019,18478,PLANTA,1,2,4,205,ANCHOVETA,PECES,L10,ACEITE,2,0.0,0,0.0,72.92000000000002,ANIMAL
2018,1811,PLANTA,4,3,9,234,JUREL,PECES,L3,CONGELADO,1,74.148,0,74.148,72.92,HUMANO
2013,15458,PLANTA,8,1,2,234,JUREL,PECES,L9,HARINA,1,309.46000000000004,0,309.46000000000004,72.81645,ANIMAL
2018,90073,PLANTA,8,1,3,234,JUREL,PECES,L10,ACEITE,2,0.0,0,0.0,72.80900000000001,ANIMAL
2015,15219,PLANTA,8,2,5,234,JUREL,PECES,L2,FRESCO ENFRIADO,1,72.52399999999999,0,72.52399999999999,72.60000000000001,HUMANO
2022,90035,PLANTA,4,1,1,234,JUREL,PECES,L10,ACEITE,2,0.0,0,0.0,72.53,ANIMAL
2022,18478,PLANTA,1,3,7,205,ANCHOVETA,PECES,L10,ACEITE,2,0.0,0,0.0,72.519,ANIMAL
2023,14837,PLANTA,14,4,12,205,ANCHOVETA,PECES,L10,ACEITE,2,0.0,0,0.0,72.514,ANIMAL
2021,15219,PLANTA,8,4,12,234,JUREL,PECES,L8,CONSERVA,2,0.0,0,0.0,72.501,HUMANO
2014,10951,PLANTA,8,2,5,234,JUREL,PECES,L10,ACEITE,2,0.0,0,0.0,72.4887,ANIMAL
2022,92074,PLANTA,8,1,3,234,JUREL,PECES,L9,HARINA,1,341.02,0,341.02,72.03,ANIMAL
2012,10951,PLANTA,8,1,3,205,ANCHOVETA,PECES,L9,HARINA,1,355.0,0,355.0,72.0,ANIMAL
2012,15219,PLANTA,8,1,3,234,JUREL,PECES,L10,ACEITE,2,0.0,0,0.0,72.0,ANIMAL
2016,10452,PLANTA,5,2,4,276,SARDINA COMUN,PECES,L10,ACEITE,2,0.0,0,0.0,72.0,ANIMAL
2016,90099,PLANTA,8,1,1,276,SARDINA COMUN,PECES,L9,HARINA,2,0.0,0,0.0,72.0,ANIMAL
2016,14815,PLANTA,8,4,10,205,ANCHOVETA,PECES,L9,HARINA,1,375.0,0,375.0,72.0,ANIMAL
2017,15494,PLANTA,8,1,3,234,JUREL,PECES,L3,CONGELADO,1,74.0,0,74.0,72.0,HUMANO
2017,13476,PLANTA,8,2,6,276,SARDINA COMUN,PECES,L10,ACEITE,2,0.0,0,0.0,72.0,ANIMAL
2017,90073,PLANTA,8,3,7,276,SARDINA COMUN,PECES,L10,ACEITE,2,0.0,0,0.0,72.0,ANIMAL
2017,92074,PLANTA,8,1,2,276,SARDINA COMUN,PECES,L10,ACEITE,2,0.0,0,0.0,72.0,ANIMAL
2023,2989,PLANTA,8,3,7,234,JUREL,PECES,L3,CONGELADO,1,91.46,0,91.46,72.0,HUMANO
2024,10973,PLANTA,8,4,11,234,JUREL,PECES,L10,ACEITE,2,0.0,0,0.0,71.964,ANIMAL
2014,10951,PLANTA,8,4,10,234,JUREL,PECES,L9,HARINA,1,288.177,0,288.177,71.9472,ANIMAL
