anio,nui,nm_unidad,rg,trim,mes,cd_recurso,nm_recurso,nm_grupo,cd_linea,nm_linea,tipo_mp,mp_sin_elaborar,mp_semi_elaborada,mp_total,produccion,clase_industria
2020,90204,PLANTA,15,2,4,205,ANCHOVETA,PECES,L9,HARINA,1,19716.32,0,19716.32,4455.032,ANIMAL
2019,15219,PLANTA,8,1,2,234,JUREL,PECES,L3,CONGELADO,1,4548.64,0,4548.64,4454.589999999999,HUMANO
2012,4366,PLANTA,8,2,4,234,JUREL,PECES,L3,CONGELADO,1,4543.0,0,4543.0,4453.0,HUMANO
2016,4366,PLANTA,8,2,4,234,JUREL,PECES,L3,CONGELADO,1,4543.0,0,4543.0,4439.0,HUMANO
2014,90204,PLANTA,15,4,10,205,ANCHOVETA,PECES,L9,HARINA,1,19580.695,0,19580.695,4436.029530000001,ANIMAL
2021,90071,PLANTA,8,1,2,234,JUREL,PECES,L8,CONSERVA,1,10420.189999999999,0,10420.189999999999,4434.929000000002,HUMANO
2012,10973,PLANTA,8,1,3,276,SARDINA COMUN,PECES,L9,HARINA,1,20120.0,0,20120.0,4427.0,ANIMAL
2012,18478,PLANTA,1,1,2,205,ANCHOVETA,PECES,L9,HARINA,1,18963.0,0,18963.0,4424.0,ANIMAL
2016,90157,PLANTA,1,3,8,205,ANCHOVETA,PECES,L9,HARINA,2,0.0,0,0.0,4419.0,ANIMAL
2012,14815,PLANTA,8,1,3,276,SARDINA COMUN,PECES,L9,HARINA,1,25385.0,0,25385.0,4407.0,ANIMAL
2019,10985,PLANTA,8,1,2,234,JUREL,PECES,L3,CONGELADO,1,4401.78,0,4401.78,4401.78,HUMANO
2024,4154,PLANTA,8,2,4,234,JUREL,PECES,L3,CONGELADO,1,4729.19,0,4729.19,4395.205,HUMANO
2019,90071,PLANTA,8,1,3,234,JUREL,PECES,L3,CONGELADO,1,4449.719999999999,0,4449.719999999999,4381.639999999999,HUMANO
2024,4154,PLANTA,8,3,7,234,JUREL,PECES,L3,CONGELADO,1,4898.57,0,4898.57,4373.58,HUMANO
2012,90157,PLANTA,1,4,10,205,ANCHOVETA,PECES,L9,HARINA,1,20016.0,0,20016.0,4371.0,ANIMAL
2012,14837,PLANTA,14,4,11,276,SARDINA COMUN,PECES,L9,HARINA,1,21790.0,0,21790.0,4370.0,ANIMAL
2022,90204,PLANTA,15,2,4,205,ANCHOVETA,PECES,L9,HARINA,1,18986.993,0,18986.993,4362.649,ANIMAL
2024,10951,PLANTA,8,2,6,234,JUREL,PECES,L3,CONGELADO,1,4384.325,0,4384.325,4352.16,HUMANO
2014,10973,PLANTA,8,1,3,276,SARDINA COMUN,PECES,L9,HARINA,1,20246.964000000004,0,20246.964000000004,4351.861525,ANIMAL
2012,2989,PLANTA,8,1,1,234,JUREL,PECES,L3,CONGELADO,1,6381.0,0,6381.0,4349.0,HUMANO
2019,90158,PLANTA,1,3,7,205,ANCHOVETA,PECES,L9,HARINA,1,20750.539999999997,0,20750.539999999997,4344.93,ANIMAL
2012,90158,PLANTA,1,3,7,205,ANCHOVETA,PECES,L9,HARINA,1,20749.0,0,20749.0,4343.0,ANIMAL
2014,4366,PLANTA,8,1,3,234,JUREL,PECES,L3,CONGELADO,1,4339.992,0,4339.992,4338.22,HUMANO
2017,4366,PLANTA,8,3,7,234,JUREL,PECES,L3,CONGELADO,1,4424.0,0,4424.0,4337.0,HUMANO
2017,90157,PLANTA,1,4,10,205,ANCHOVETA,PECES,L9,HARINA,1,21399.0,0,21399.0,4333.0,ANIMAL
2024,10951,PLANTA,8,2,5,234,JUREL,PECES,L3,CONGELADO,1,4349.587,0,4349.587,4332.84,HUMANO
2017,10985,PLANTA,8,2,6,234,JUREL,PECES,L3,CONGELADO,1,4355.0,0,4355.0,4330.0,HUMANO
2023,10951,PLANTA,8,2,5,234,JUREL,PECES,L3,CONGELADO,1,4360.934,0,4360.934,4327.61,HUMANO
2014,14837,PLANTA,14,1,3,276,SARDINA COMUN,PECES,L9,HARINA,1,21110.927999999993,0,21110.927999999993,4325.824674,ANIMAL
2014,90158,PLANTA,1,2,4,205,ANCHOVETA,PECES,L9,HARINA,1,19536.982999999997,0,19536.982999999997,4325.03842,ANIMAL
2015,90071,PLANTA,8,2,4,234,JUREL,PECES,L2,FRESCO ENFRIADO,1,4187.990696000001,0,4187.990696000001,4312.801,HUMANO
2017,15219,PLANTA,8,1,3,234,JUREL,PECES,L3,CONGELADO,1,4313.0,0,4313.0,4306.0,HUMANO
2024,14815,PLANTA,8,1,2,234,JUREL,PECES,L9,HARINA,1,16642.683,0,16642.683,4305.068,ANIMAL
2018,90157,PLANTA,1,4,10,205,ANCHOVETA,PECES,L9,HARINA,1,20387.547,0,20387.547,4304.977000000001,ANIMAL
2012,14837,PLANTA,14,4,12,276,SARDINA COMUN,PECES,L9,HARINA,1,20076.0,0,20076.0,4304.0,ANIMAL
2023,4154,PLANTA,8,1,2,234,JUREL,PECES,L3,CONGELADO,1,4547.58,0,4547.58,4298.61,HUMANO
2017,15232,PLANTA,2,4,12,205,ANCHOVETA,PECES,L9,HARINA,2,0.0,0,0.0,4283.0,ANIMAL
2017,90157,PLANTA,1,2,5,205,ANCHOVETA,PECES,L9,HARINA,2,0.0,0,0.0,4281.0,ANIMAL
2024,4154,PLANTA,8,4,12,234,JUREL,PECES,L3,CONGELADO,1,4494.26,0,4494.26,4274.42,HUMANO
2017,90071,PLANTA,8,2,5,234,JUREL,PECES,L8,CONSERVA,1,4251.0,0,4251.0,4272.0,HUMANO
2017,90157,PLANTA,1,2,4,205,ANCHOVETA,PECES,L9,HARINA,2,0.0,0,0.0,4269.0,ANIMAL
2012,90071,PLANTA,8,1,1,234,JUREL,PECES,L3,CONGELADO,1,5728.0,0,5728.0,4268.0,HUMANO
2013,15219,PLANTA,8,1,3,234,JUREL,PECES,L3,CONGELADO,1,4260.25416,0,4260.25416,4259.9400000000005,HUMANO
2021,90204,PLANTA,15,2,5,205,ANCHOVETA,PECES,L9,HARINA,1,18398.932,0,18398.932,4248.419,ANIMAL
2013,90204,PLANTA,15,4,11,205,ANCHOVETA,PECES,L9,HARINA,1,18192.839,0,18192.839,4241.56,ANIMAL
2017,90071,PLANTA,8,3,7,234,JUREL,PECES,L2,FRESCO ENFRIADO,1,3952.0,0,3952.0,4241.0,HUMANO
2019,10951,PLANTA,8,1,2,234,JUREL,PECES,L3,CONGELADO,1,4226.58,0,4226.58,4226.58,HUMANO
2024,14815,PLANTA,8,1,3,234,JUREL,PECES,L3,CONGELADO,1,4345.047,0,4345.047,4217.367,HUMANO
2023,14815,PLANTA,8,2,4,276,SARDINA COMUN,PECES,L9,HARINA,1,22027.748,0,22027.748,4216.123,ANIMAL
2018,90071,PLANTA,8,4,12,234,JUREL,PECES,L2,FRESCO ENFRIADO,1,4378.122729999999,0,4378.122729999999,4215.951000000001,HUMANO
2017,90204,PLANTA,15,2,4,205,ANCHOVETA,PECES,L9,HARINA,1,19151.0,0,19151.0,4215.0,ANIMAL
2019,90204,PLANTA,15,3,7,205,ANCHOVETA,PECES,L9,HARINA,1,18583.07,0,18583.07,4211.97,ANIMAL
2018,15232,PLANTA,2,3,8,205,ANCHOVETA,PECES,L9,HARINA,2,0.0,0,0.0,4209.124,ANIMAL
2021,15219,PLANTA,8,1,1,234,JUREL,PECES,L3,CONGELADO,1,4352.19,0,4352.19,4202.5199999999995,HUMANO
2012,15219,PLANTA,8,2,5,234,JUREL,PECES,L3,CONGELADO,1,4199.0,0,4199.0,4199.0,HUMANO
2022,90073,PLANTA,8,1,3,276,SARDINA COMUN,PECES,L9,HARINA,1,19420.5,0,19420.5,4193.718,ANIMAL
2013,90071,PLANTA,8,1,3,234,JUREL,PECES,L3,CONGELADO,1,4307.589,0,4307.589,4192.219999999999,HUMANO
2016,90158,PLANTA,1,2,6,205,ANCHOVETA,PECES,L9,HARINA,1,20160.0,0,20160.0,4166.0,ANIMAL
2023,13476,PLANTA,8,1,3,276,SARDINA COMUN,PECES,L9,HARINA,1,23587.057,0,23587.057,4164.822,ANIMAL
2015,90157,PLANTA,1,1,3,205,ANCHOVETA,PECES,L9,HARINA,1,20046.360999999997,0,20046.360999999997,4136.165999999999,ANIMAL
2021,90158,PLANTA,1,3,7,205,ANCHOVETA,PECES,L9,HARINA,1,17936.014,0,17936.014,4121.626000000001,ANIMAL
2015,18478,PLANTA,1,2,4,205,ANCHOVETA,PECES,L9,HARINA,1,16144.985999999999,0,16144.985999999999,4112.223999999999,ANIMAL
2022,90071,PLANTA,8,1,3,234,JUREL,PECES,L8,CONSERVA,1,11321.009,0,11321.009,4108.589,HUMANO
2014,2989,PLANTA,8,2,4,234,JUREL,PECES,L3,CONGELADO,1,4375.8369999999995,0,4375.8369999999995,4102.768999999999,HUMANO
2013,2989,PLANTA,8,1,3,234,JUREL,PECES,L3,CONGELADO,1,4148.371999999999,0,4148.371999999999,4091.106999999999,HUMANO
2018,18478,PLANTA,1,4,10,205,ANCHOVETA,PECES,L9,HARINA,1,17158.376,0,17158.376,4089.34,ANIMAL
2022,90071,PLANTA,8,2,4,234,JUREL,PECES,L3,CONGELADO,1,4445.699,0,4445.699,4082.913,HUMANO
2024,14815,PLANTA,8,1,1,234,JUREL,PECES,L8,CONSERVA,1,11116.34,0,11116.34,4082.193,HUMANO
2018,4366,PLANTA,8,1,1,234,JUREL,PECES,L3,CONGELADO,1,4169.397,0,4169.397,4081.42,HUMANO
2022,90071,PLANTA,8,3,7,234,JUREL,PECES,L3,CONGELADO,1,4447.357,0,4447.357,4071.86,HUMANO
2015,10985,PLANTA,8,2,6,234,JUREL,PECES,L3,CONGELADO,1,4319.650000000001,0,4319.650000000001,4057.480000000001,HUMANO
2012,90205,PLANTA,15,3,8,205,ANCHOVETA,PECES,L9,HARINA,1,15793.0,0,15793.0,4050.0,ANIMAL
2015,15219,PLANTA,8,2,4,234,JUREL,PECES,L3,CONGELADO,1,4046.373999999999,0,4046.373999999999,4039.0980000000004,HUMANO
2023,90099,PLANTA,8,1,3,276,SARDINA COMUN,PECES,L9,HARINA,1,23399.078,0,23399.078,4038.9,ANIMAL
2023,92074,PLANTA,8,1,3,276,SARDINA COMUN,PECES,L9,HARINA,1,17970.94,0,17970.94,4038.7,ANIMAL
2016,90073,PLANTA,8,2,4,234,JUREL,PECES,L2,FRESCO ENFRIADO,1,4035.0,0,4035.0,4035.0,HUMANO
2015,90071,PLANTA,8,2,5,234,JUREL,PECES,L2,FRESCO ENFRIADO,1,4032.7559999999994,0,4032.7559999999994,4032.83,HUMANO
2015,90073,PLANTA,8,2,5,234,JUREL,PECES,L2,FRESCO ENFRIADO,1,4030.005000000001,0,4030.005000000001,4029.563,HUMANO
2014,18478,PLANTA,1,2,4,205,ANCHOVETA,PECES,L9,HARINA,1,15706.79,0,15706.79,4024.38,ANIMAL
2023,90071,PLANTA,8,1,3,234,JUREL,PECES,L8,CONSERVA,1,9628.325,0,9628.325,4020.747,HUMANO
2017,15219,PLANTA,8,2,4,234,JUREL,PECES,L3,CONGELADO,1,4015.0,0,4015.0,4015.0,HUMANO
2016,90157,PLANTA,1,3,7,205,ANCHOVETA,PECES,L9,HARINA,2,0.0,0,0.0,4014.0,ANIMAL
2019,4366,PLANTA,8,1,1,234,JUREL,PECES,L3,CONGELADO,1,4080.92,0,4080.92,4006.1200000000003,HUMANO
2021,90071,PLANTA,8,4,12,234,JUREL,PECES,L3,CONGELADO,1,4124.392,0,4124.392,4000.02,HUMANO
2014,90205,PLANTA,15,2,5,205,ANCHOVETA,PECES,L9,HARINA,1,16846.554,0,16846.554,3998.0735999999997,ANIMAL
2012,90071,PLANTA,8,1,2,234,JUREL,PECES,L3,CONGELADO,1,5110.0,0,5110.0,3982.0,HUMANO
2019,18478,PLANTA,1,3,7,205,ANCHOVETA,PECES,L9,HARINA,1,16630.97,0,16630.97,3981.2099999999996,ANIMAL
2015,15232,PLANTA,2,1,3,205,ANCHOVETA,PECES,L9,HARINA,1,16345.357,0,16345.357,3975.0359999999996,ANIMAL
2020,90071,PLANTA,8,1,2,234,JUREL,PECES,L8,CONSERVA,1,10880.455999999998,0,10880.455999999998,3972.411,HUMANO
2019,90071,PLANTA,8,2,5,234,JUREL,PECES,L8,CONSERVA,1,11601.39,0,11601.39,3958.91,HUMANO
2012,4366,PLANTA,8,1,3,234,JUREL,PECES,L3,CONGELADO,1,4060.0,0,4060.0,3955.0,HUMANO
2018,15219,PLANTA,8,1,3,234,JUREL,PECES,L3,CONGELADO,1,3965.821000000001,0,3965.821000000001,3951.4800000000005,HUMANO
2019,15219,PLANTA,8,1,1,234,JUREL,PECES,L3,CONGELADO,1,3953.73,0,3953.73,3949.7000000000003,HUMANO
2022,10973,PLANTA,8,1,3,276,SARDINA COMUN,PECES,L9,HARINA,1,19419.302,0,19419.302,3944.954,ANIMAL
2021,90204,PLANTA,15,2,6,205,ANCHOVETA,PECES,L9,HARINA,1,16918.254,0,16918.254,3937.8740000000003,ANIMAL
2021,15232,PLANTA,2,4,10,205,ANCHOVETA,PECES,L9,HARINA,1,18404.473,0,18404.473,3935.273,ANIMAL
2014,90204,PLANTA,15,2,5,205,ANCHOVETA,PECES,L9,HARINA,1,17012.77,0,17012.77,3932.37867,ANIMAL
2023,15232,PLANTA,2,1,3,234,JUREL,PECES,L9,HARINA,1,16843.387,0,16843.387,3930.442,ANIMAL
2021,14837,PLANTA,14,1,3,276,SARDINA COMUN,PECES,L9,HARINA,1,19527.295000000002,0,19527.295000000002,3929.1709999999994,ANIMAL
2012,14837,PLANTA,14,1,3,276,SARDINA COMUN,PECES,L9,HARINA,1,20491.0,0,20491.0,3919.0,ANIMAL
2022,90158,PLANTA,1,2,5,205,ANCHOVETA,PECES,L9,HARINA,1,18507.839,0,18507.839,3917.918,ANIMAL
2013,90157,PLANTA,1,4,12,205,ANCHOVETA,PECES,L9,HARINA,1,13799.024,0,13799.024,3916.4408900000003,ANIMAL
2012,15232,PLANTA,2,4,12,205,ANCHOVETA,PECES,L9,HARINA,1,19728.0,0,19728.0,3913.0,ANIMAL
2024,15232,PLANTA,2,1,3,234,JUREL,PECES,L9,HARINA,1,16563.806,0,16563.806,3902.922,ANIMAL
