anio,nui,rg,sem,trim,mes,cd_recurso,nm_recurso,tipo_mp,precio,clase_industria_ii
2015,90060,15,2,4,11,205,ANCHOVETA,2,4577560.0,HUMANO
2015,90060,15,2,4,12,205,ANCHOVETA,2,4577560.0,HUMANO
2016,90060,15,2,3,7,205,ANCHOVETA,2,3900000.0,HUMANO
2016,90060,15,2,3,9,205,ANCHOVETA,2,3900000.0,HUMANO
2016,90060,15,2,4,12,205,ANCHOVETA,2,3900000.0,HUMANO
2017,90060,15,1,1,3,205,ANCHOVETA,2,3900000.0,HUMANO
2017,90060,15,1,2,4,205,ANCHOVETA,2,3900000.0,HUMANO
2017,90060,15,1,2,6,205,ANCHOVETA,2,3900000.0,HUMANO
2013,4098,13,1,2,6,205,ANCHOVETA,2,2527000.0,ANIMAL
2017,90478,5,1,1,1,234,JUREL,2,2000000.0,HUMANO
2017,90478,5,1,1,2,234,JUREL,2,2000000.0,HUMANO
2017,90478,5,1,1,3,234,JUREL,2,2000000.0,HUMANO
2017,90478,5,1,2,4,234,JUREL,2,2000000.0,HUMANO
2017,90478,5,1,2,5,234,JUREL,2,2000000.0,HUMANO
2017,90478,5,1,2,6,234,JUREL,2,2000000.0,HUMANO
2019,4262,15,2,3,9,205,ANCHOVETA,2,1615853.0,ANIMAL
2019,4262,15,1,2,6,205,ANCHOVETA,2,1596000.0,ANIMAL
2019,4262,15,2,3,8,205,ANCHOVETA,2,1591551.0,ANIMAL
2019,4262,15,1,1,1,205,ANCHOVETA,2,1589000.0,ANIMAL
2019,4262,15,2,3,7,205,ANCHOVETA,2,1527855.0,ANIMAL
2016,4098,13,1,1,1,205,ANCHOVETA,2,1430000.0,ANIMAL
2014,4145,13,2,4,10,205,ANCHOVETA,2,1325000.0,ANIMAL
2013,4145,13,2,3,7,205,ANCHOVETA,2,1279019.0,HUMANO
2013,4145,13,2,4,10,205,ANCHOVETA,2,1279019.0,HUMANO
2013,4145,13,2,4,11,205,ANCHOVETA,2,1279019.0,HUMANO
2013,4098,13,1,1,3,205,ANCHOVETA,2,1199000.0,ANIMAL
2015,4145,13,1,1,2,205,ANCHOVETA,2,1184878.0,ANIMAL
2016,4098,13,1,2,5,234,JUREL,2,1184000.0,ANIMAL
2015,4145,13,1,1,1,205,ANCHOVETA,2,1179729.0,ANIMAL
2016,4098,13,1,2,4,276,SARDINA COMUN,2,1170000.0,ANIMAL
2016,4098,13,1,2,5,276,SARDINA COMUN,2,1170000.0,ANIMAL
2016,4098,13,1,2,6,276,SARDINA COMUN,2,1170000.0,ANIMAL
2013,4098,13,1,2,4,205,ANCHOVETA,2,1133000.0,ANIMAL
2013,4098,13,1,2,5,205,ANCHOVETA,2,1133000.0,ANIMAL
2016,1916,8,1,1,2,205,ANCHOVETA,2,1112446.0,ANIMAL
2016,1916,8,1,1,1,205,ANCHOVETA,2,1111803.0,ANIMAL
2017,4262,15,2,3,9,205,ANCHOVETA,2,1111303.0,ANIMAL
2017,4262,15,2,3,8,205,ANCHOVETA,2,1107798.0,ANIMAL
2015,1916,8,2,4,11,205,ANCHOVETA,1,1094720.0,ANIMAL
2019,1916,8,1,2,5,276,SARDINA COMUN,2,1090605.0,ANIMAL
2016,1916,8,1,1,3,205,ANCHOVETA,2,1077671.0,ANIMAL
2016,1916,8,1,2,6,205,ANCHOVETA,2,1076091.0,ANIMAL
2019,1916,8,2,4,10,276,SARDINA COMUN,2,1067124.0,ANIMAL
2015,1916,8,1,1,1,205,ANCHOVETA,2,1040024.0,ANIMAL
2015,1916,8,2,3,7,205,ANCHOVETA,1,1027221.0,ANIMAL
2013,4098,13,1,1,1,205,ANCHOVETA,2,1019000.0,ANIMAL
2019,1916,8,1,2,4,276,SARDINA COMUN,2,1000000.0,ANIMAL
2019,1916,8,1,2,6,276,SARDINA COMUN,2,1000000.0,ANIMAL
2015,1916,8,1,1,2,205,ANCHOVETA,2,985320.0,ANIMAL
2015,1916,8,2,3,8,276,SARDINA COMUN,2,963368.0,ANIMAL
2016,1916,8,2,4,12,205,ANCHOVETA,2,957389.0,ANIMAL
2015,1916,8,2,3,7,276,SARDINA COMUN,2,910196.0,ANIMAL
2016,4,5,1,1,1,234,JUREL,2,900000.0,HUMANO
2015,1916,8,1,1,3,276,SARDINA COMUN,2,891788.0,ANIMAL
2019,1916,8,1,1,3,234,JUREL,2,845519.0,ANIMAL
2019,1916,8,1,1,3,276,SARDINA COMUN,2,845519.0,ANIMAL
2016,1916,8,2,4,10,205,ANCHOVETA,2,835823.0,ANIMAL
2015,1916,8,1,1,2,276,SARDINA COMUN,2,834485.0,ANIMAL
2015,1916,8,1,1,3,205,ANCHOVETA,2,803827.0,ANIMAL
2017,1916,8,2,4,11,276,SARDINA COMUN,2,773780.0,ANIMAL
2017,1916,8,2,4,10,276,SARDINA COMUN,2,771199.0,ANIMAL
2016,4,5,1,2,5,234,JUREL,2,700000.0,HUMANO
2015,1916,8,1,2,4,276,SARDINA COMUN,2,671160.0,ANIMAL
2017,1916,8,2,4,12,276,SARDINA COMUN,2,665143.0,ANIMAL
2017,1916,8,2,3,8,276,SARDINA COMUN,2,663567.0,ANIMAL
2015,1916,8,1,2,6,276,SARDINA COMUN,2,663375.0,ANIMAL
2017,1916,8,2,3,7,276,SARDINA COMUN,2,642166.0,ANIMAL
2019,1916,8,1,1,1,276,SARDINA COMUN,2,612823.0,ANIMAL
2014,4145,13,2,3,8,205,ANCHOVETA,2,562000.0,ANIMAL
2015,1916,8,1,2,5,276,SARDINA COMUN,2,544915.0,ANIMAL
2013,90073,8,2,3,7,276,SARDINA COMUN,1,517387.0,MIXTA_AH
2016,90149,4,2,3,8,234,JUREL,2,500000.0,HUMANO
2017,90149,4,2,3,7,234,JUREL,2,500000.0,HUMANO
2017,90149,4,2,3,8,234,JUREL,2,500000.0,HUMANO
2017,90149,4,2,3,9,234,JUREL,2,500000.0,HUMANO
2018,90149,4,2,3,7,234,JUREL,2,500000.0,HUMANO
2018,90149,4,2,3,8,234,JUREL,2,500000.0,HUMANO
2018,90149,4,2,4,11,234,JUREL,2,500000.0,HUMANO
2021,90149,4,2,3,7,234,JUREL,1,500000.0,HUMANO
2021,90149,4,2,3,9,234,JUREL,1,500000.0,HUMANO
2013,90073,8,2,4,12,234,JUREL,1,492418.0,MIXTA_AH
2013,90073,8,2,4,12,276,SARDINA COMUN,1,451009.0,MIXTA_AH
2013,90073,8,2,4,11,276,SARDINA COMUN,1,428014.0,MIXTA_AH
2016,90071,8,1,1,1,234,JUREL,2,413362.0,HUMANO
2016,90071,8,1,1,2,234,JUREL,2,410200.0,HUMANO
2024,92557,4,2,4,12,234,JUREL,1,400000.0,HUMANO
2022,92548,5,1,1,1,234,JUREL,1,350000.0,HUMANO
2019,1916,8,2,3,8,234,JUREL,2,348500.0,ANIMAL
2013,1811,4,2,4,12,234,JUREL,1,341856.0,HUMANO
2014,1811,4,1,1,1,234,JUREL,1,338000.0,HUMANO
2013,90073,8,1,2,6,276,SARDINA COMUN,1,328822.0,MIXTA_AH
2012,11180,10,1,1,2,234,JUREL,,320000.0,HUMANO
2022,92557,4,2,4,12,234,JUREL,1,320000.0,HUMANO
2024,92557,4,2,4,10,234,JUREL,1,320000.0,HUMANO
2023,92557,4,1,1,2,234,JUREL,1,318284.0,HUMANO
2023,92557,4,2,4,12,234,JUREL,1,317000.0,HUMANO
2013,90073,8,1,2,4,276,SARDINA COMUN,1,314074.0,MIXTA_AH
2023,92557,4,1,1,1,234,JUREL,1,300540.0,HUMANO
2013,1811,4,2,4,11,234,JUREL,1,300048.0,HUMANO
2019,92140,4,2,4,12,234,JUREL,1,300000.0,HUMANO
2024,13476,8,1,1,1,234,JUREL,1,300000.0,ANIMAL
2024,13476,8,1,1,3,234,JUREL,1,300000.0,ANIMAL
2024,13476,8,1,2,4,234,JUREL,1,300000.0,ANIMAL
2024,13476,8,1,2,5,234,JUREL,1,300000.0,ANIMAL
2016,28064,3,2,3,9,205,ANCHOVETA,1,295850.0,ANIMAL
2023,13476,8,1,1,1,234,JUREL,1,290000.0,ANIMAL
2023,13476,8,1,1,2,234,JUREL,1,290000.0,ANIMAL
2023,13476,8,1,1,3,234,JUREL,1,290000.0,ANIMAL
2023,13476,8,1,2,4,234,JUREL,1,290000.0,ANIMAL
2023,13476,8,1,2,5,234,JUREL,1,290000.0,ANIMAL
2023,13476,8,1,2,6,234,JUREL,1,290000.0,ANIMAL
2023,13476,8,2,4,11,234,JUREL,1,290000.0,ANIMAL
2014,1811,4,1,1,2,234,JUREL,1,289500.0,HUMANO
2014,1811,4,1,1,3,234,JUREL,1,284640.0,HUMANO
2024,92557,4,1,2,4,234,JUREL,1,284382.0,HUMANO
2013,90073,8,1,2,5,276,SARDINA COMUN,1,276693.0,MIXTA_AH
2023,28064,3,2,4,11,234,JUREL,1,272174.0,ANIMAL
2024,28064,3,2,4,11,234,JUREL,1,272174.0,ANIMAL
2023,90073,8,2,4,10,205,ANCHOVETA,1,271000.0,MIXTA_AH
2023,90073,8,2,4,10,276,SARDINA COMUN,1,271000.0,MIXTA_AH
2024,92557,4,1,1,1,234,JUREL,1,265399.0,HUMANO
2023,28064,3,2,4,10,234,JUREL,1,265251.0,ANIMAL
2024,28064,3,2,4,10,234,JUREL,1,265251.0,ANIMAL
2020,90099,8,2,4,12,205,ANCHOVETA,1,263052.0,ANIMAL
2020,90099,8,2,4,12,276,SARDINA COMUN,1,263052.0,ANIMAL
2023,92557,4,2,4,11,234,JUREL,1,262000.0,HUMANO
2020,90099,8,1,1,1,234,JUREL,1,255715.0,ANIMAL
2022,90035,4,1,2,5,234,JUREL,1,254160.0,ANIMAL
2023,92557,4,2,4,10,234,JUREL,1,252000.0,HUMANO
2012,1916,8,1,2,5,276,SARDINA COMUN,,250000.0,ANIMAL
2012,16393,5,1,1,1,234,JUREL,,250000.0,HUMANO
2012,16393,5,1,2,4,234,JUREL,,250000.0,HUMANO
2012,16393,5,2,4,11,234,JUREL,,250000.0,HUMANO
2015,4376,8,2,3,7,234,JUREL,2,250000.0,HUMANO
2015,4376,8,2,3,8,234,JUREL,2,250000.0,HUMANO
2015,4376,8,2,3,9,234,JUREL,2,250000.0,HUMANO
2015,4376,8,2,4,10,234,JUREL,2,250000.0,HUMANO
2015,4376,8,2,4,11,234,JUREL,2,250000.0,HUMANO
2015,4376,8,2,4,12,234,JUREL,2,250000.0,HUMANO
2023,28064,3,2,4,12,234,JUREL,1,249618.0,ANIMAL
2024,28064,3,2,4,12,234,JUREL,1,249618.0,ANIMAL
2019,1916,8,1,1,2,276,SARDINA COMUN,2,249537.0,ANIMAL
2023,90073,8,2,4,11,205,ANCHOVETA,1,246000.0,MIXTA_AH
2023,90073,8,2,4,11,276,SARDINA COMUN,1,246000.0,MIXTA_AH
2022,13476,8,2,4,11,234,JUREL,1,245000.0,ANIMAL
2022,13476,8,2,4,12,234,JUREL,1,245000.0,ANIMAL
2022,90035,4,2,3,7,234,JUREL,1,244084.0,ANIMAL
2024,92557,4,1,1,3,234,JUREL,1,240889.0,HUMANO
2017,10951,8,1,1,1,234,JUREL,1,240000.0,MIXTA_AH
2017,10951,8,1,1,3,234,JUREL,1,240000.0,MIXTA_AH
2017,10951,8,1,2,4,234,JUREL,1,240000.0,MIXTA_AH
2017,10951,8,1,2,5,234,JUREL,1,240000.0,MIXTA_AH
2017,10951,8,1,2,6,234,JUREL,1,240000.0,MIXTA_AH
2017,10951,8,2,3,7,234,JUREL,1,240000.0,MIXTA_AH
2017,10951,8,2,3,8,234,JUREL,1,240000.0,MIXTA_AH
2019,13476,8,1,1,1,234,JUREL,1,240000.0,ANIMAL
2020,13476,8,1,1,1,234,JUREL,1,240000.0,ANIMAL
2020,13476,8,1,2,4,234,JUREL,1,240000.0,ANIMAL
2021,10951,8,1,1,1,234,JUREL,1,240000.0,MIXTA_AH
2021,10951,8,1,1,2,234,JUREL,1,240000.0,MIXTA_AH
2021,10951,8,1,1,3,234,JUREL,1,240000.0,MIXTA_AH
2021,10951,8,1,2,4,234,JUREL,1,240000.0,MIXTA_AH
2021,10951,8,1,2,5,234,JUREL,1,240000.0,MIXTA_AH
2021,10951,8,1,2,6,234,JUREL,1,240000.0,MIXTA_AH
2021,13476,8,1,1,1,234,JUREL,1,240000.0,ANIMAL
2021,90515,4,1,1,1,234,JUREL,1,240000.0,HUMANO
2021,90515,4,1,1,2,234,JUREL,1,240000.0,HUMANO
2021,90515,4,1,1,3,234,JUREL,1,240000.0,HUMANO
2021,90515,4,1,2,4,234,JUREL,1,240000.0,HUMANO
2021,90515,4,1,2,5,234,JUREL,1,240000.0,HUMANO
2021,90515,4,1,2,6,234,JUREL,1,240000.0,HUMANO
2017,90099,8,1,1,1,234,JUREL,1,237899.0,ANIMAL
2022,90035,4,2,4,11,234,JUREL,1,235661.0,ANIMAL
2022,90073,8,2,3,7,276,SARDINA COMUN,1,231917.0,MIXTA_AH
2022,90035,4,1,2,6,234,JUREL,1,231590.0,ANIMAL
2023,90073,8,2,3,7,205,ANCHOVETA,1,231000.0,MIXTA_AH
2023,90073,8,2,3,7,276,SARDINA COMUN,1,231000.0,MIXTA_AH
2023,28064,3,2,4,11,278,SARDINA ESPAÑOLA,1,230301.0,ANIMAL
2024,28064,3,2,4,11,278,SARDINA ESPAÑOLA,1,230301.0,ANIMAL
2018,10951,8,1,1,1,234,JUREL,1,230000.0,MIXTA_AH
2018,10951,8,1,1,2,234,JUREL,1,230000.0,MIXTA_AH
2018,10951,8,1,1,3,234,JUREL,1,230000.0,MIXTA_AH
2018,10951,8,1,2,4,234,JUREL,1,230000.0,MIXTA_AH
2018,10951,8,1,2,5,234,JUREL,1,230000.0,MIXTA_AH
2018,10951,8,1,2,6,234,JUREL,1,230000.0,MIXTA_AH
2018,13476,8,1,1,1,234,JUREL,1,230000.0,ANIMAL
2018,13476,8,1,1,2,234,JUREL,1,230000.0,ANIMAL
2019,10951,8,1,1,1,234,JUREL,1,230000.0,MIXTA_AH
2019,10951,8,1,1,2,234,JUREL,1,230000.0,MIXTA_AH
2019,10951,8,1,1,3,234,JUREL,1,230000.0,MIXTA_AH
2019,10951,8,1,2,4,234,JUREL,1,230000.0,MIXTA_AH
2019,10951,8,1,2,5,234,JUREL,1,230000.0,MIXTA_AH
2019,10951,8,1,2,6,234,JUREL,1,230000.0,MIXTA_AH
2019,10951,8,2,3,7,234,JUREL,1,230000.0,MIXTA_AH
2019,10951,8,2,4,12,234,JUREL,1,230000.0,MIXTA_AH
2020,10951,8,1,1,1,234,JUREL,1,230000.0,MIXTA_AH
2020,10951,8,1,1,2,234,JUREL,1,230000.0,MIXTA_AH
2020,10951,8,1,1,3,234,JUREL,1,230000.0,MIXTA_AH
2020,10951,8,1,2,4,234,JUREL,1,230000.0,MIXTA_AH
2020,10951,8,1,2,6,234,JUREL,1,230000.0,MIXTA_AH
2021,92557,4,1,1,1,234,JUREL,1,230000.0,HUMANO
2024,18478,1,1,1,1,234,JUREL,1,229000.0,ANIMAL
2024,18478,1,1,1,2,234,JUREL,1,229000.0,ANIMAL
2022,90073,8,2,3,7,205,ANCHOVETA,1,228717.0,MIXTA_AH
2022,90035,4,2,4,12,234,JUREL,1,227141.0,ANIMAL
2012,2421,8,2,3,9,234,JUREL,,227000.0,ANIMAL
2012,13702,8,2,3,9,234,JUREL,,227000.0,ANIMAL
2012,14815,8,2,3,9,234,JUREL,,227000.0,MIXTA_AH
2012,90071,8,2,3,9,234,JUREL,,227000.0,HUMANO
2023,15232,2,2,3,9,234,JUREL,1,226828.0,ANIMAL
2024,18478,1,1,1,3,205,ANCHOVETA,1,226568.0,ANIMAL
2024,18478,1,1,1,3,234,JUREL,1,226568.0,ANIMAL
2023,28064,3,2,4,10,278,SARDINA ESPAÑOLA,1,224443.0,ANIMAL
2024,28064,3,2,4,10,278,SARDINA ESPAÑOLA,1,224443.0,ANIMAL
2023,90073,8,2,4,12,205,ANCHOVETA,1,223000.0,MIXTA_AH
2023,90073,8,2,4,12,276,SARDINA COMUN,1,223000.0,MIXTA_AH
2018,14815,8,1,1,2,234,JUREL,1,221923.0,MIXTA_AH
2013,2743,8,1,1,2,205,ANCHOVETA,1,221303.0,ANIMAL
2023,90073,8,1,2,6,205,ANCHOVETA,1,221000.0,MIXTA_AH
2023,90073,8,1,2,6,276,SARDINA COMUN,1,221000.0,MIXTA_AH
2014,10951,8,1,1,1,234,JUREL,1,220000.0,MIXTA_AH
2014,10951,8,1,1,2,234,JUREL,1,220000.0,MIXTA_AH
2014,10951,8,1,1,3,234,JUREL,1,220000.0,MIXTA_AH
2014,10951,8,1,2,4,234,JUREL,1,220000.0,MIXTA_AH
2014,10951,8,1,2,5,234,JUREL,1,220000.0,MIXTA_AH
2014,10951,8,1,2,6,234,JUREL,1,220000.0,MIXTA_AH
2014,10951,8,2,3,8,234,JUREL,1,220000.0,MIXTA_AH
2014,10951,8,2,4,10,234,JUREL,1,220000.0,MIXTA_AH
2014,10951,8,2,4,12,234,JUREL,1,220000.0,MIXTA_AH
2017,13476,8,1,1,1,234,JUREL,1,220000.0,ANIMAL
2018,14815,8,2,3,7,234,JUREL,1,220000.0,MIXTA_AH
2018,14815,8,2,3,8,234,JUREL,1,220000.0,MIXTA_AH
2018,14815,8,2,3,9,234,JUREL,1,220000.0,MIXTA_AH
2018,14815,8,2,4,12,234,JUREL,1,220000.0,MIXTA_AH
2022,90035,4,1,2,4,234,JUREL,1,219640.0,ANIMAL
2023,28064,3,1,2,6,234,JUREL,1,219476.0,ANIMAL
2020,92557,4,2,3,9,234,JUREL,1,219469.0,HUMANO
2018,90099,8,1,1,1,234,JUREL,1,219398.0,ANIMAL
2023,28064,3,2,3,7,234,JUREL,1,219132.0,ANIMAL
2024,28064,3,2,3,7,234,JUREL,1,219132.0,ANIMAL
2023,90073,8,1,2,5,205,ANCHOVETA,1,217000.0,MIXTA_AH
2023,90073,8,1,2,5,276,SARDINA COMUN,1,217000.0,MIXTA_AH
2018,90099,8,1,1,2,205,ANCHOVETA,1,215570.0,ANIMAL
2018,90099,8,1,1,2,276,SARDINA COMUN,1,215570.0,ANIMAL
2018,14815,8,1,1,1,234,JUREL,1,215534.0,MIXTA_AH
2022,28064,3,2,3,8,234,JUREL,1,214901.0,ANIMAL
2024,18478,1,1,2,4,205,ANCHOVETA,1,213084.0,ANIMAL
2022,28064,3,2,4,11,234,JUREL,1,211525.0,ANIMAL
2022,28064,3,2,3,7,234,JUREL,1,211287.0,ANIMAL
2023,28064,3,2,4,12,278,SARDINA ESPAÑOLA,1,211215.0,ANIMAL
2024,28064,3,2,4,12,278,SARDINA ESPAÑOLA,1,211215.0,ANIMAL
2024,18478,1,1,2,4,234,JUREL,1,210084.0,ANIMAL
2018,1811,4,2,4,10,234,JUREL,1,210000.0,HUMANO
2020,10951,8,2,3,7,234,JUREL,1,210000.0,MIXTA_AH
2020,10951,8,2,4,12,234,JUREL,1,210000.0,MIXTA_AH
2020,92557,4,2,3,8,234,JUREL,1,210000.0,HUMANO
2023,28064,3,1,2,5,234,JUREL,1,208679.0,ANIMAL
2012,10951,8,1,1,1,234,JUREL,,208000.0,MIXTA_AH
2012,10951,8,1,1,2,234,JUREL,,208000.0,MIXTA_AH
2013,1811,4,2,4,10,234,JUREL,1,207555.0,HUMANO
2022,90073,8,2,4,10,276,SARDINA COMUN,1,206435.0,MIXTA_AH
2022,90073,8,1,2,6,205,ANCHOVETA,1,206429.0,MIXTA_AH
2022,28064,3,2,4,12,234,JUREL,1,205458.0,ANIMAL
2023,15232,2,2,4,12,205,ANCHOVETA,1,205264.0,ANIMAL
2023,15232,2,2,4,12,234,JUREL,1,205264.0,ANIMAL
2022,90073,8,2,4,11,205,ANCHOVETA,1,204750.0,MIXTA_AH
2023,28064,3,1,1,3,234,JUREL,1,204209.0,ANIMAL
2022,90073,8,2,4,11,276,SARDINA COMUN,1,203649.0,MIXTA_AH
2022,90073,8,2,4,10,205,ANCHOVETA,1,203429.0,MIXTA_AH
2022,28064,3,1,2,5,234,JUREL,1,202667.0,ANIMAL
2022,90073,8,1,2,5,205,ANCHOVETA,1,202146.0,MIXTA_AH
2020,90099,8,1,1,2,234,JUREL,1,202004.0,ANIMAL
2023,90073,8,1,2,4,205,ANCHOVETA,1,202000.0,MIXTA_AH
2023,90073,8,1,2,4,276,SARDINA COMUN,1,202000.0,MIXTA_AH
2023,15232,2,2,4,11,205,ANCHOVETA,1,201919.0,ANIMAL
2024,18478,1,1,2,6,205,ANCHOVETA,1,201226.0,ANIMAL
2024,18478,1,1,2,6,234,JUREL,1,201226.0,ANIMAL
2015,14815,8,1,1,2,234,JUREL,1,200000.0,MIXTA_AH
2015,14815,8,1,1,3,234,JUREL,1,200000.0,MIXTA_AH
2015,90071,8,1,2,5,234,JUREL,1,200000.0,HUMANO
2016,10951,8,1,1,1,234,JUREL,1,200000.0,MIXTA_AH
2016,10951,8,1,1,2,234,JUREL,1,200000.0,MIXTA_AH
2016,10951,8,1,1,3,234,JUREL,1,200000.0,MIXTA_AH
2016,10951,8,1,2,4,234,JUREL,1,200000.0,MIXTA_AH
2016,10951,8,1,2,5,234,JUREL,1,200000.0,MIXTA_AH
2016,10951,8,1,2,6,234,JUREL,1,200000.0,MIXTA_AH
2016,10951,8,2,3,7,234,JUREL,1,200000.0,MIXTA_AH
2016,10951,8,2,4,12,234,JUREL,1,200000.0,MIXTA_AH
2018,10951,8,2,3,7,234,JUREL,1,200000.0,MIXTA_AH
2018,10951,8,2,3,8,234,JUREL,1,200000.0,MIXTA_AH
2018,10951,8,2,3,9,234,JUREL,1,200000.0,MIXTA_AH
2018,10951,8,2,4,12,234,JUREL,1,200000.0,MIXTA_AH
2020,14837,14,1,1,2,234,JUREL,1,200000.0,ANIMAL
2021,92557,4,1,1,2,234,JUREL,1,200000.0,HUMANO
2023,15232,2,2,4,10,205,ANCHOVETA,1,199745.0,ANIMAL
2023,15232,2,2,4,10,234,JUREL,1,199745.0,ANIMAL
2017,14815,8,2,4,11,276,SARDINA COMUN,1,198991.0,MIXTA_AH
2018,1811,4,2,3,8,234,JUREL,1,198000.0,HUMANO
2022,90073,8,1,2,5,276,SARDINA COMUN,1,197958.0,MIXTA_AH
2022,18478,1,2,3,7,205,ANCHOVETA,1,197367.0,ANIMAL
2022,90073,8,1,2,4,205,ANCHOVETA,1,196105.0,MIXTA_AH
2018,1811,4,2,3,7,234,JUREL,1,196000.0,HUMANO
2022,18478,1,2,4,10,205,ANCHOVETA,1,195887.0,ANIMAL
2023,28064,3,1,1,2,234,JUREL,1,195631.0,ANIMAL
2023,92557,4,1,1,3,234,JUREL,1,195609.0,HUMANO
2023,28064,3,1,2,4,234,JUREL,1,195475.0,ANIMAL
2016,90035,4,2,4,12,234,JUREL,1,195340.0,MIXTA_AH
2022,18478,1,2,3,8,205,ANCHOVETA,1,195227.0,ANIMAL
2024,18478,1,1,2,5,234,JUREL,1,194933.0,ANIMAL
2022,18478,1,2,3,9,205,ANCHOVETA,1,194655.0,ANIMAL
2015,90035,4,1,2,4,234,JUREL,1,194041.0,MIXTA_AH
2013,14815,8,1,1,1,234,JUREL,1,193000.0,MIXTA_AH
2013,90071,8,1,1,1,234,JUREL,1,193000.0,HUMANO
2023,90073,8,1,1,2,205,ANCHOVETA,1,193000.0,MIXTA_AH
2023,90073,8,1,1,3,205,ANCHOVETA,1,193000.0,MIXTA_AH
2023,90073,8,1,1,2,276,SARDINA COMUN,1,193000.0,MIXTA_AH
2023,90073,8,1,1,3,276,SARDINA COMUN,1,193000.0,MIXTA_AH
2022,15232,2,1,2,6,205,ANCHOVETA,1,192915.0,ANIMAL
2022,15232,2,1,2,6,234,JUREL,1,192915.0,ANIMAL
2020,90099,8,2,4,11,205,ANCHOVETA,1,191823.0,ANIMAL
2020,90099,8,2,4,11,276,SARDINA COMUN,1,191823.0,ANIMAL
2022,18478,1,2,4,11,205,ANCHOVETA,1,191309.0,ANIMAL
2013,2743,8,1,1,3,276,SARDINA COMUN,1,191270.0,ANIMAL
2013,90073,8,1,1,3,276,SARDINA COMUN,1,191270.0,MIXTA_AH
2022,90073,8,2,4,12,205,ANCHOVETA,1,190640.0,MIXTA_AH
2013,90073,8,2,4,10,276,SARDINA COMUN,1,190386.0,MIXTA_AH
2012,1916,8,2,4,12,276,SARDINA COMUN,,190000.0,ANIMAL
2024,13476,8,1,1,3,205,ANCHOVETA,1,190000.0,ANIMAL
2024,13476,8,1,2,4,205,ANCHOVETA,1,190000.0,ANIMAL
2024,13476,8,1,2,5,205,ANCHOVETA,1,190000.0,ANIMAL
2024,13476,8,1,2,6,205,ANCHOVETA,1,190000.0,ANIMAL
2024,13476,8,1,1,3,276,SARDINA COMUN,1,190000.0,ANIMAL
2024,13476,8,1,2,4,276,SARDINA COMUN,1,190000.0,ANIMAL
2024,13476,8,1,2,5,276,SARDINA COMUN,1,190000.0,ANIMAL
2024,13476,8,1,2,6,276,SARDINA COMUN,1,190000.0,ANIMAL
2022,90073,8,2,4,12,276,SARDINA COMUN,1,189811.0,MIXTA_AH
2022,15232,2,2,3,7,205,ANCHOVETA,1,189689.0,ANIMAL
2022,15232,2,2,3,7,234,JUREL,1,189689.0,ANIMAL
2021,17003,8,1,2,5,205,ANCHOVETA,1,189262.0,ANIMAL
2021,17003,8,1,2,5,276,SARDINA COMUN,1,189262.0,ANIMAL
2021,90099,8,1,2,6,205,ANCHOVETA,1,189262.0,ANIMAL
2021,90099,8,1,2,6,276,SARDINA COMUN,1,189262.0,ANIMAL
2022,15232,2,2,4,10,205,ANCHOVETA,1,188856.0,ANIMAL
2022,15232,2,2,3,9,205,ANCHOVETA,1,188491.0,ANIMAL
2022,28064,3,1,1,1,234,JUREL,1,187905.0,ANIMAL
2022,15232,2,2,3,8,205,ANCHOVETA,1,187218.0,ANIMAL
2016,90035,4,2,3,8,234,JUREL,1,186840.0,MIXTA_AH
2022,90035,4,1,1,1,234,JUREL,1,186570.0,ANIMAL
2022,90073,8,1,2,6,276,SARDINA COMUN,1,186367.0,MIXTA_AH
2022,18478,1,2,4,12,205,ANCHOVETA,1,186280.0,ANIMAL
2022,90073,8,1,1,2,205,ANCHOVETA,1,186161.0,MIXTA_AH
2021,28064,3,2,4,12,234,JUREL,1,186005.0,ANIMAL
2023,28064,3,1,2,6,278,SARDINA ESPAÑOLA,1,185710.0,ANIMAL
2016,18478,1,2,3,7,205,ANCHOVETA,1,185650.0,ANIMAL
2022,92557,4,1,1,1,234,JUREL,1,185554.0,HUMANO
2022,90073,8,1,2,4,276,SARDINA COMUN,1,185527.0,MIXTA_AH
