anio,nui,rg,sem,trim,mes,cd_recurso,nm_recurso,tipo_mp,precio,clase_industria_ii
2013,14837,14,1,2,5,276,SARDINA COMUN,1,106553.0,HUMANO
2017,28064,3,1,1,3,205,ANCHOVETA,1,106279.0,ANIMAL
2021,90035,4,1,2,6,205,ANCHOVETA,1,106200.0,ANIMAL
2017,18478,1,1,1,2,205,ANCHOVETA,1,105486.0,ANIMAL
2014,2421,8,1,2,4,205,ANCHOVETA,1,105306.0,ANIMAL
2014,2421,8,1,2,4,276,SARDINA COMUN,1,105306.0,ANIMAL
2014,14815,8,1,2,4,205,ANCHOVETA,1,105306.0,MIXTA_AH
2014,14815,8,1,2,4,276,SARDINA COMUN,1,105306.0,MIXTA_AH
2015,2332,8,1,2,4,276,SARDINA COMUN,1,105140.0,ANIMAL
2012,10001,15,1,1,1,205,ANCHOVETA,,105000.0,HUMANO
2012,10001,15,1,1,2,205,ANCHOVETA,,105000.0,HUMANO
2012,10001,15,1,1,3,205,ANCHOVETA,,105000.0,HUMANO
2012,10001,15,1,2,4,205,ANCHOVETA,,105000.0,HUMANO
2015,90035,4,1,1,3,205,ANCHOVETA,1,104740.0,MIXTA_AH
2017,14815,8,2,4,12,276,SARDINA COMUN,1,104577.0,MIXTA_AH
2014,14815,8,1,2,5,205,ANCHOVETA,1,103727.0,MIXTA_AH
2014,14815,8,1,2,5,276,SARDINA COMUN,1,103727.0,MIXTA_AH
2017,28064,3,1,2,6,205,ANCHOVETA,1,103255.0,ANIMAL
2018,14815,8,2,4,10,276,SARDINA COMUN,1,103188.0,MIXTA_AH
2018,14837,14,2,3,7,276,SARDINA COMUN,1,103055.0,ANIMAL
2021,90035,4,1,2,5,205,ANCHOVETA,1,102880.0,ANIMAL
2019,90035,4,1,2,6,205,ANCHOVETA,1,102830.0,ANIMAL
2019,90035,4,1,2,6,278,SARDINA ESPAÑOLA,1,102830.0,ANIMAL
2018,14815,8,2,3,7,276,SARDINA COMUN,1,102807.0,MIXTA_AH
2013,28064,3,2,3,9,205,ANCHOVETA,1,102478.0,ANIMAL
2016,2332,8,2,4,11,276,SARDINA COMUN,1,101916.0,ANIMAL
2014,14815,8,1,2,6,205,ANCHOVETA,1,101660.0,MIXTA_AH
2014,14815,8,1,2,6,276,SARDINA COMUN,1,101660.0,MIXTA_AH
2013,90099,8,1,1,3,276,SARDINA COMUN,1,101540.0,ANIMAL
2017,14815,8,2,4,10,276,SARDINA COMUN,1,101426.0,MIXTA_AH
2014,2421,8,1,1,3,205,ANCHOVETA,1,101406.0,ANIMAL
2014,2421,8,1,1,3,276,SARDINA COMUN,1,101406.0,ANIMAL
2014,14815,8,1,1,3,205,ANCHOVETA,1,101406.0,MIXTA_AH
2014,14815,8,1,1,3,276,SARDINA COMUN,1,101406.0,MIXTA_AH
2013,28064,3,1,2,6,205,ANCHOVETA,1,101326.0,ANIMAL
2016,90035,4,2,4,12,205,ANCHOVETA,1,100740.0,MIXTA_AH
2013,14837,14,1,2,4,205,ANCHOVETA,1,100221.0,HUMANO
2013,14837,14,1,2,4,276,SARDINA COMUN,1,100221.0,HUMANO
2013,14838,8,1,1,3,205,ANCHOVETA,1,100208.0,ANIMAL
2013,10951,8,1,1,3,205,ANCHOVETA,1,100000.0,MIXTA_AH
2013,10951,8,1,2,4,205,ANCHOVETA,1,100000.0,MIXTA_AH
2013,10951,8,1,2,5,205,ANCHOVETA,1,100000.0,MIXTA_AH
2013,10951,8,1,2,6,205,ANCHOVETA,1,100000.0,MIXTA_AH
2013,10951,8,2,3,7,205,ANCHOVETA,1,100000.0,MIXTA_AH
2013,10951,8,2,4,10,205,ANCHOVETA,1,100000.0,MIXTA_AH
2013,10951,8,2,4,11,205,ANCHOVETA,1,100000.0,MIXTA_AH
2013,10951,8,2,4,12,205,ANCHOVETA,1,100000.0,MIXTA_AH
2013,10951,8,1,1,3,276,SARDINA COMUN,1,100000.0,MIXTA_AH
2013,10951,8,1,2,4,276,SARDINA COMUN,1,100000.0,MIXTA_AH
2013,10951,8,1,2,5,276,SARDINA COMUN,1,100000.0,MIXTA_AH
2013,10951,8,1,2,6,276,SARDINA COMUN,1,100000.0,MIXTA_AH
2013,10951,8,2,3,7,276,SARDINA COMUN,1,100000.0,MIXTA_AH
2013,10951,8,2,4,10,276,SARDINA COMUN,1,100000.0,MIXTA_AH
2013,10951,8,2,4,11,276,SARDINA COMUN,1,100000.0,MIXTA_AH
2013,10951,8,2,4,12,276,SARDINA COMUN,1,100000.0,MIXTA_AH
2015,10452,5,2,3,7,205,ANCHOVETA,1,100000.0,ANIMAL
2015,10452,5,2,4,11,205,ANCHOVETA,1,100000.0,ANIMAL
2015,10452,5,2,4,12,205,ANCHOVETA,1,100000.0,ANIMAL
2015,10452,5,2,3,7,276,SARDINA COMUN,1,100000.0,ANIMAL
2015,10452,5,2,4,11,276,SARDINA COMUN,1,100000.0,ANIMAL
2015,10452,5,2,4,12,276,SARDINA COMUN,1,100000.0,ANIMAL
2015,10951,8,1,1,2,276,SARDINA COMUN,1,100000.0,MIXTA_AH
2015,10951,8,1,1,3,276,SARDINA COMUN,1,100000.0,MIXTA_AH
2015,10951,8,1,2,4,276,SARDINA COMUN,1,100000.0,MIXTA_AH
2015,10951,8,1,2,5,276,SARDINA COMUN,1,100000.0,MIXTA_AH
2015,10951,8,1,2,6,276,SARDINA COMUN,1,100000.0,MIXTA_AH
2015,10951,8,2,3,7,276,SARDINA COMUN,1,100000.0,MIXTA_AH
2015,10951,8,2,4,12,276,SARDINA COMUN,1,100000.0,MIXTA_AH
2016,10452,5,1,1,3,205,ANCHOVETA,1,100000.0,ANIMAL
2016,10452,5,1,2,4,205,ANCHOVETA,1,100000.0,ANIMAL
2016,10452,5,1,2,5,205,ANCHOVETA,1,100000.0,ANIMAL
2016,10452,5,1,2,6,205,ANCHOVETA,1,100000.0,ANIMAL
2016,10452,5,2,3,7,205,ANCHOVETA,1,100000.0,ANIMAL
2016,10452,5,1,2,4,276,SARDINA COMUN,1,100000.0,ANIMAL
2016,10452,5,1,2,5,276,SARDINA COMUN,1,100000.0,ANIMAL
2016,10452,5,1,2,6,276,SARDINA COMUN,1,100000.0,ANIMAL
2016,10452,5,2,3,7,276,SARDINA COMUN,1,100000.0,ANIMAL
2017,13476,8,1,1,2,276,SARDINA COMUN,1,100000.0,ANIMAL
2017,13476,8,1,1,3,276,SARDINA COMUN,1,100000.0,ANIMAL
2017,13476,8,1,2,4,276,SARDINA COMUN,1,100000.0,ANIMAL
2017,13476,8,1,2,5,276,SARDINA COMUN,1,100000.0,ANIMAL
2017,13476,8,1,2,6,276,SARDINA COMUN,1,100000.0,ANIMAL
2017,13476,8,2,3,7,276,SARDINA COMUN,2,100000.0,ANIMAL
2017,13476,8,2,4,10,276,SARDINA COMUN,2,100000.0,ANIMAL
2017,13476,8,2,4,11,276,SARDINA COMUN,2,100000.0,ANIMAL
2017,13476,8,2,4,12,276,SARDINA COMUN,2,100000.0,ANIMAL
2017,15219,8,2,3,7,276,SARDINA COMUN,1,100000.0,MIXTA_AH
2017,15219,8,2,4,10,276,SARDINA COMUN,1,100000.0,MIXTA_AH
2017,15219,8,2,4,11,276,SARDINA COMUN,1,100000.0,MIXTA_AH
2017,15219,8,2,4,12,276,SARDINA COMUN,1,100000.0,MIXTA_AH
2017,17003,8,1,1,3,205,ANCHOVETA,1,100000.0,ANIMAL
2017,17003,8,1,1,3,276,SARDINA COMUN,1,100000.0,ANIMAL
2017,90099,8,1,1,3,205,ANCHOVETA,1,100000.0,ANIMAL
2017,90099,8,1,1,3,276,SARDINA COMUN,1,100000.0,ANIMAL
2019,10452,5,1,2,4,205,ANCHOVETA,1,100000.0,ANIMAL
2019,10452,5,1,2,5,205,ANCHOVETA,1,100000.0,ANIMAL
2019,10452,5,1,2,6,205,ANCHOVETA,1,100000.0,ANIMAL
2019,10452,5,2,3,7,205,ANCHOVETA,1,100000.0,ANIMAL
2019,10452,5,1,2,4,276,SARDINA COMUN,1,100000.0,ANIMAL
2019,10452,5,1,2,5,276,SARDINA COMUN,1,100000.0,ANIMAL
2019,10452,5,1,2,6,276,SARDINA COMUN,1,100000.0,ANIMAL
2020,10452,5,1,1,3,205,ANCHOVETA,1,100000.0,ANIMAL
2020,10452,5,1,2,4,205,ANCHOVETA,1,100000.0,ANIMAL
2020,10452,5,1,2,4,276,SARDINA COMUN,1,100000.0,ANIMAL
2012,18478,1,2,4,12,205,ANCHOVETA,,99000.0,ANIMAL
2014,90035,4,2,4,11,205,ANCHOVETA,1,98980.0,MIXTA_AH
2018,14815,8,1,2,5,276,SARDINA COMUN,1,98759.0,MIXTA_AH
2017,18478,1,1,1,3,205,ANCHOVETA,1,98726.0,ANIMAL
2014,14837,14,2,3,7,276,SARDINA COMUN,1,98674.0,ANIMAL
2014,90099,8,2,3,7,276,SARDINA COMUN,1,98674.0,ANIMAL
2019,90035,4,2,3,7,205,ANCHOVETA,1,98300.0,ANIMAL
2013,90035,4,1,1,2,205,ANCHOVETA,1,98294.0,MIXTA_AH
2012,2421,8,2,4,12,205,ANCHOVETA,,98000.0,ANIMAL
2012,2421,8,2,4,12,276,SARDINA COMUN,,98000.0,ANIMAL
2012,13702,8,2,4,12,205,ANCHOVETA,,98000.0,ANIMAL
2012,13702,8,2,4,12,276,SARDINA COMUN,,98000.0,ANIMAL
2012,14815,8,2,4,12,205,ANCHOVETA,,98000.0,MIXTA_AH
2012,14815,8,2,4,12,276,SARDINA COMUN,,98000.0,MIXTA_AH
2012,90071,8,2,4,12,205,ANCHOVETA,,98000.0,HUMANO
2012,90071,8,2,4,12,276,SARDINA COMUN,,98000.0,HUMANO
2017,18478,1,1,2,4,205,ANCHOVETA,1,97979.0,ANIMAL
2016,1688,10,1,1,2,205,ANCHOVETA,1,97867.0,ANIMAL
2016,1688,10,1,1,2,276,SARDINA COMUN,1,97867.0,ANIMAL
2013,18478,1,1,2,5,205,ANCHOVETA,1,97577.0,ANIMAL
2014,90099,8,1,2,6,276,SARDINA COMUN,1,97460.0,ANIMAL
2016,90035,4,2,4,11,205,ANCHOVETA,1,97400.0,MIXTA_AH
2014,14837,14,1,2,6,205,ANCHOVETA,1,97316.0,ANIMAL
2014,14837,14,1,2,6,276,SARDINA COMUN,1,97316.0,ANIMAL
2014,14837,14,1,2,5,205,ANCHOVETA,1,97304.0,ANIMAL
2014,14837,14,1,2,5,276,SARDINA COMUN,1,97304.0,ANIMAL
2014,90035,4,2,4,10,205,ANCHOVETA,1,97260.0,MIXTA_AH
2017,90099,8,2,4,12,205,ANCHOVETA,1,97031.0,ANIMAL
2017,90099,8,2,4,12,276,SARDINA COMUN,1,97031.0,ANIMAL
2013,18478,1,1,1,1,205,ANCHOVETA,1,97022.0,ANIMAL
2012,18478,1,2,4,11,205,ANCHOVETA,,97000.0,ANIMAL
2012,90099,8,2,4,12,276,SARDINA COMUN,,97000.0,ANIMAL
2014,17003,8,1,2,5,205,ANCHOVETA,1,96956.0,ANIMAL
2014,17003,8,1,2,5,276,SARDINA COMUN,1,96956.0,ANIMAL
2014,90099,8,1,2,5,276,SARDINA COMUN,1,96956.0,ANIMAL
2017,18478,1,1,2,5,205,ANCHOVETA,1,96880.0,ANIMAL
2013,28064,3,1,1,3,205,ANCHOVETA,1,96785.0,ANIMAL
2014,90035,4,2,3,8,205,ANCHOVETA,1,96780.0,MIXTA_AH
2013,28064,3,1,1,2,205,ANCHOVETA,1,96635.0,ANIMAL
2014,14815,8,2,3,7,205,ANCHOVETA,1,96266.0,MIXTA_AH
2014,14815,8,2,3,7,276,SARDINA COMUN,1,96266.0,MIXTA_AH
2017,90099,8,2,4,11,205,ANCHOVETA,1,96041.0,ANIMAL
2017,90099,8,2,4,11,276,SARDINA COMUN,1,96041.0,ANIMAL
2012,2421,8,2,3,7,234,JUREL,,96000.0,ANIMAL
2012,13702,8,2,3,7,234,JUREL,,96000.0,ANIMAL
2012,14815,8,2,3,7,234,JUREL,,96000.0,MIXTA_AH
2012,17003,8,2,4,12,276,SARDINA COMUN,,96000.0,ANIMAL
2012,90071,8,2,3,7,234,JUREL,,96000.0,HUMANO
2013,28064,3,1,2,4,205,ANCHOVETA,1,95860.0,ANIMAL
2014,14837,14,1,2,4,205,ANCHOVETA,1,95512.0,ANIMAL
2014,14837,14,1,2,4,276,SARDINA COMUN,1,95512.0,ANIMAL
2014,28064,3,2,3,8,205,ANCHOVETA,1,95508.0,ANIMAL
2018,90060,15,2,4,10,205,ANCHOVETA,2,95425.2,HUMANO
2014,1688,10,1,2,4,276,SARDINA COMUN,1,95420.0,ANIMAL
2018,90060,15,1,2,6,205,ANCHOVETA,1,95214.6,HUMANO
2013,28064,3,2,4,10,205,ANCHOVETA,1,95206.0,ANIMAL
2017,90099,8,2,4,10,205,ANCHOVETA,1,95000.0,ANIMAL
2017,90099,8,2,4,10,276,SARDINA COMUN,1,95000.0,ANIMAL
2013,18478,1,1,2,6,205,ANCHOVETA,1,94819.0,ANIMAL
2013,14815,8,2,4,10,205,ANCHOVETA,1,94516.0,MIXTA_AH
2013,14815,8,2,4,10,276,SARDINA COMUN,1,94516.0,MIXTA_AH
2019,90035,4,1,1,2,205,ANCHOVETA,1,94410.0,ANIMAL
2013,90035,4,1,2,5,205,ANCHOVETA,1,94370.0,MIXTA_AH
2013,18478,1,2,3,7,205,ANCHOVETA,1,94322.0,ANIMAL
2013,14815,8,2,3,7,205,ANCHOVETA,1,94229.0,MIXTA_AH
2013,14815,8,2,3,7,276,SARDINA COMUN,1,94229.0,MIXTA_AH
2017,10452,5,1,1,3,205,ANCHOVETA,1,94180.0,ANIMAL
2013,28064,3,1,2,5,205,ANCHOVETA,1,94148.0,ANIMAL
2012,90099,8,1,2,6,276,SARDINA COMUN,,94000.0,ANIMAL
2013,14815,8,1,2,5,205,ANCHOVETA,1,94000.0,MIXTA_AH
2013,14815,8,1,2,6,205,ANCHOVETA,1,94000.0,MIXTA_AH
2013,14815,8,1,2,5,276,SARDINA COMUN,1,94000.0,MIXTA_AH
2013,14815,8,1,2,6,276,SARDINA COMUN,1,94000.0,MIXTA_AH
2014,17003,8,1,2,4,205,ANCHOVETA,1,93590.0,ANIMAL
2014,17003,8,1,2,4,276,SARDINA COMUN,1,93590.0,ANIMAL
2014,90099,8,1,2,4,276,SARDINA COMUN,1,93569.0,ANIMAL
2019,90035,4,1,1,3,205,ANCHOVETA,1,93550.0,ANIMAL
2017,14815,8,2,3,7,276,SARDINA COMUN,1,93483.0,MIXTA_AH
2014,1688,10,1,2,6,276,SARDINA COMUN,1,93410.0,ANIMAL
2013,28064,3,2,3,8,205,ANCHOVETA,1,93342.0,ANIMAL
2019,90035,4,1,2,5,205,ANCHOVETA,1,93160.0,ANIMAL
2019,90035,4,1,2,5,278,SARDINA ESPAÑOLA,1,93160.0,ANIMAL
2014,1688,10,1,1,3,276,SARDINA COMUN,1,93150.0,ANIMAL
2014,17003,8,1,1,3,205,ANCHOVETA,1,93096.0,ANIMAL
2014,17003,8,1,1,3,276,SARDINA COMUN,1,93096.0,ANIMAL
2014,90099,8,1,1,3,276,SARDINA COMUN,1,93096.0,ANIMAL
2014,1688,10,1,2,5,276,SARDINA COMUN,1,93070.0,ANIMAL
2014,90035,4,2,3,7,205,ANCHOVETA,1,93010.0,MIXTA_AH
2012,14837,14,2,4,12,276,SARDINA COMUN,,93000.0,ANIMAL
2014,14837,14,1,1,3,205,ANCHOVETA,1,92640.0,ANIMAL
2014,14837,14,1,1,3,276,SARDINA COMUN,1,92640.0,ANIMAL
2019,90035,4,1,2,4,205,ANCHOVETA,1,92420.0,ANIMAL
2018,90035,4,2,3,7,205,ANCHOVETA,1,92310.0,MIXTA_AH
2013,18478,1,2,3,8,205,ANCHOVETA,1,92243.0,ANIMAL
2013,14837,14,1,1,2,205,ANCHOVETA,1,92055.0,HUMANO
2013,14837,14,1,1,2,276,SARDINA COMUN,1,92055.0,HUMANO
2012,2421,8,2,4,11,205,ANCHOVETA,,92000.0,ANIMAL
2012,2421,8,2,4,11,276,SARDINA COMUN,,92000.0,ANIMAL
2012,13702,8,2,4,11,205,ANCHOVETA,,92000.0,ANIMAL
2012,13702,8,2,4,11,276,SARDINA COMUN,,92000.0,ANIMAL
2012,14815,8,2,4,11,205,ANCHOVETA,,92000.0,MIXTA_AH
2012,14815,8,2,4,11,276,SARDINA COMUN,,92000.0,MIXTA_AH
2012,90071,8,2,4,11,205,ANCHOVETA,,92000.0,HUMANO
2012,90071,8,2,4,11,276,SARDINA COMUN,,92000.0,HUMANO
2013,14837,14,1,1,3,205,ANCHOVETA,1,91674.0,HUMANO
2013,14837,14,1,1,3,276,SARDINA COMUN,1,91674.0,HUMANO
2017,10452,5,1,1,3,276,SARDINA COMUN,1,91527.0,ANIMAL
2013,28064,3,2,3,7,205,ANCHOVETA,1,91441.0,ANIMAL
2013,28064,3,2,4,11,205,ANCHOVETA,1,91270.0,ANIMAL
2013,10452,5,1,2,6,276,SARDINA COMUN,1,91053.0,ANIMAL
2012,2421,8,2,4,10,205,ANCHOVETA,,91000.0,ANIMAL
2012,2421,8,2,4,10,276,SARDINA COMUN,,91000.0,ANIMAL
2012,13702,8,2,4,10,205,ANCHOVETA,,91000.0,ANIMAL
2012,13702,8,2,4,10,276,SARDINA COMUN,,91000.0,ANIMAL
2012,14815,8,2,4,10,205,ANCHOVETA,,91000.0,MIXTA_AH
2012,14815,8,2,4,10,276,SARDINA COMUN,,91000.0,MIXTA_AH
2012,90071,8,2,4,10,205,ANCHOVETA,,91000.0,HUMANO
2012,90071,8,2,4,10,276,SARDINA COMUN,,91000.0,HUMANO
2013,2421,8,1,1,3,205,ANCHOVETA,1,91000.0,ANIMAL
2013,2421,8,1,1,3,276,SARDINA COMUN,1,91000.0,ANIMAL
2013,13702,8,1,1,3,205,ANCHOVETA,1,91000.0,ANIMAL
2013,13702,8,1,1,3,276,SARDINA COMUN,1,91000.0,ANIMAL
2013,14815,8,1,1,3,205,ANCHOVETA,1,91000.0,MIXTA_AH
2013,14815,8,1,1,3,276,SARDINA COMUN,1,91000.0,MIXTA_AH
2017,90035,4,2,4,10,205,ANCHOVETA,1,91000.0,MIXTA_AH
2013,28064,3,1,1,1,205,ANCHOVETA,1,90909.0,ANIMAL
2013,90035,4,2,3,7,205,ANCHOVETA,1,90820.0,MIXTA_AH
2014,28064,3,2,3,7,205,ANCHOVETA,1,90786.0,ANIMAL
2017,10452,5,1,2,5,276,SARDINA COMUN,1,90600.0,ANIMAL
2014,1688,10,1,1,2,276,SARDINA COMUN,1,90170.0,ANIMAL
2012,18478,1,2,3,8,205,ANCHOVETA,,90000.0,ANIMAL
2013,10973,8,1,2,5,205,ANCHOVETA,1,90000.0,ANIMAL
2013,10973,8,1,2,6,205,ANCHOVETA,1,90000.0,ANIMAL
2013,10973,8,1,2,5,276,SARDINA COMUN,1,90000.0,ANIMAL
2013,10973,8,1,2,6,276,SARDINA COMUN,1,90000.0,ANIMAL
2014,1688,10,1,1,1,276,SARDINA COMUN,1,90000.0,ANIMAL
2017,10452,5,1,2,4,205,ANCHOVETA,1,90000.0,ANIMAL
2017,10452,5,1,2,5,205,ANCHOVETA,1,90000.0,ANIMAL
2017,10452,5,1,2,6,205,ANCHOVETA,1,90000.0,ANIMAL
2017,10452,5,1,2,4,276,SARDINA COMUN,1,90000.0,ANIMAL
2017,10452,5,1,2,6,276,SARDINA COMUN,1,90000.0,ANIMAL
2017,90035,4,2,4,12,205,ANCHOVETA,1,90000.0,MIXTA_AH
2018,10452,5,1,1,3,205,ANCHOVETA,1,90000.0,ANIMAL
2018,10452,5,1,2,4,205,ANCHOVETA,1,90000.0,ANIMAL
2018,10452,5,2,3,7,205,ANCHOVETA,1,90000.0,ANIMAL
2018,10452,5,2,4,11,205,ANCHOVETA,1,90000.0,ANIMAL
2018,10452,5,2,4,12,205,ANCHOVETA,1,90000.0,ANIMAL
2018,10452,5,1,1,3,276,SARDINA COMUN,1,90000.0,ANIMAL
2018,10452,5,1,2,4,276,SARDINA COMUN,1,90000.0,ANIMAL
2018,10452,5,2,3,7,276,SARDINA COMUN,1,90000.0,ANIMAL
2018,10452,5,2,4,11,276,SARDINA COMUN,1,90000.0,ANIMAL
2018,10452,5,2,4,12,276,SARDINA COMUN,1,90000.0,ANIMAL
2013,90035,4,1,2,6,205,ANCHOVETA,1,89800.0,MIXTA_AH
2014,90035,4,1,2,6,205,ANCHOVETA,1,89730.0,MIXTA_AH
2014,90035,4,1,2,4,205,ANCHOVETA,1,89150.0,MIXTA_AH
2013,90035,4,1,1,1,205,ANCHOVETA,1,89052.0,MIXTA_AH
2012,17003,8,2,4,11,276,SARDINA COMUN,,89000.0,ANIMAL
2012,18478,1,2,3,7,205,ANCHOVETA,,89000.0,ANIMAL
2012,90099,8,2,4,11,276,SARDINA COMUN,,89000.0,ANIMAL
2017,90035,4,2,3,7,205,ANCHOVETA,1,89000.0,MIXTA_AH
2013,90035,4,2,4,12,234,JUREL,1,88640.0,MIXTA_AH
2014,14837,14,1,1,2,205,ANCHOVETA,1,88495.0,ANIMAL
2014,14837,14,1,1,2,276,SARDINA COMUN,1,88495.0,ANIMAL
2014,90035,4,1,2,5,205,ANCHOVETA,1,88050.0,MIXTA_AH
2012,2421,8,2,3,8,205,ANCHOVETA,,88000.0,ANIMAL
2012,2421,8,2,3,8,276,SARDINA COMUN,,88000.0,ANIMAL
2012,13702,8,2,3,8,205,ANCHOVETA,,88000.0,ANIMAL
2012,13702,8,2,3,8,276,SARDINA COMUN,,88000.0,ANIMAL
2012,14815,8,2,3,8,205,ANCHOVETA,,88000.0,MIXTA_AH
2012,14815,8,2,3,8,276,SARDINA COMUN,,88000.0,MIXTA_AH
2012,18478,1,1,2,6,205,ANCHOVETA,,88000.0,ANIMAL
2012,90071,8,2,3,8,205,ANCHOVETA,,88000.0,HUMANO
2012,90071,8,2,3,8,276,SARDINA COMUN,,88000.0,HUMANO
2013,14815,8,1,2,4,205,ANCHOVETA,1,88000.0,MIXTA_AH
2013,14815,8,1,2,4,276,SARDINA COMUN,1,88000.0,MIXTA_AH
2017,90035,4,2,3,8,205,ANCHOVETA,1,88000.0,MIXTA_AH
2017,90035,4,2,4,11,205,ANCHOVETA,1,88000.0,MIXTA_AH
2014,28064,3,1,2,6,205,ANCHOVETA,1,87366.0,ANIMAL
2014,28064,3,1,2,4,205,ANCHOVETA,1,86741.0,ANIMAL
2018,90035,4,1,2,5,205,ANCHOVETA,1,86350.0,MIXTA_AH
2014,28064,3,1,2,5,205,ANCHOVETA,1,86287.0,ANIMAL
2014,28064,3,1,1,3,205,ANCHOVETA,1,86211.0,ANIMAL
2018,90035,4,1,2,6,205,ANCHOVETA,1,86200.0,MIXTA_AH
2012,14837,14,1,2,6,276,SARDINA COMUN,,86000.0,ANIMAL
2012,18478,1,1,2,5,205,ANCHOVETA,,86000.0,ANIMAL
2012,90099,8,2,3,7,276,SARDINA COMUN,,86000.0,ANIMAL
2013,90035,4,2,3,8,205,ANCHOVETA,1,85990.0,MIXTA_AH
2014,90035,4,1,1,3,205,ANCHOVETA,1,85940.0,MIXTA_AH
2013,90035,4,1,1,3,205,ANCHOVETA,1,85729.0,MIXTA_AH
2014,10452,5,1,1,3,205,ANCHOVETA,1,85559.0,ANIMAL
2014,10452,5,1,2,4,205,ANCHOVETA,1,85559.0,ANIMAL
2014,10452,5,1,2,5,205,ANCHOVETA,1,85559.0,ANIMAL
2014,10452,5,1,2,6,205,ANCHOVETA,1,85559.0,ANIMAL
2014,10452,5,1,1,3,276,SARDINA COMUN,1,85559.0,ANIMAL
2014,10452,5,1,2,4,276,SARDINA COMUN,1,85559.0,ANIMAL
2014,10452,5,1,2,5,276,SARDINA COMUN,1,85559.0,ANIMAL
2014,10452,5,1,2,6,276,SARDINA COMUN,1,85559.0,ANIMAL
2012,10951,8,1,1,3,205,ANCHOVETA,,85000.0,MIXTA_AH
2012,10951,8,1,2,4,205,ANCHOVETA,,85000.0,MIXTA_AH
2012,10951,8,1,2,5,205,ANCHOVETA,,85000.0,MIXTA_AH
2012,10951,8,1,2,6,205,ANCHOVETA,,85000.0,MIXTA_AH
2012,10951,8,2,3,7,205,ANCHOVETA,,85000.0,MIXTA_AH
2012,10951,8,2,3,8,205,ANCHOVETA,,85000.0,MIXTA_AH
2012,10951,8,2,4,10,205,ANCHOVETA,,85000.0,MIXTA_AH
2012,10951,8,2,4,11,205,ANCHOVETA,,85000.0,MIXTA_AH
2012,10951,8,2,4,12,205,ANCHOVETA,,85000.0,MIXTA_AH
2012,10951,8,1,1,3,276,SARDINA COMUN,,85000.0,MIXTA_AH
2012,10951,8,1,2,4,276,SARDINA COMUN,,85000.0,MIXTA_AH
2012,10951,8,1,2,5,276,SARDINA COMUN,,85000.0,MIXTA_AH
2012,10951,8,1,2,6,276,SARDINA COMUN,,85000.0,MIXTA_AH
2012,10951,8,2,3,7,276,SARDINA COMUN,,85000.0,MIXTA_AH
2012,10951,8,2,3,8,276,SARDINA COMUN,,85000.0,MIXTA_AH
2012,10951,8,2,4,10,276,SARDINA COMUN,,85000.0,MIXTA_AH
2012,10951,8,2,4,11,276,SARDINA COMUN,,85000.0,MIXTA_AH
2012,10951,8,2,4,12,276,SARDINA COMUN,,85000.0,MIXTA_AH
2012,18478,1,2,4,10,205,ANCHOVETA,,85000.0,ANIMAL
2012,21714,15,2,3,7,278,SARDINA ESPAÑOLA,,85000.0,HUMANO
2012,28064,3,2,4,11,205,ANCHOVETA,,85000.0,ANIMAL
2012,28064,3,2,4,12,205,ANCHOVETA,,85000.0,ANIMAL
2013,10973,8,1,1,3,205,ANCHOVETA,1,85000.0,ANIMAL
2013,10973,8,1,2,4,205,ANCHOVETA,1,85000.0,ANIMAL
2013,10973,8,1,1,3,276,SARDINA COMUN,1,85000.0,ANIMAL
2013,10973,8,1,2,4,276,SARDINA COMUN,1,85000.0,ANIMAL
2014,2332,8,1,1,3,205,ANCHOVETA,1,85000.0,ANIMAL
2014,2332,8,1,2,4,205,ANCHOVETA,1,85000.0,ANIMAL
2014,10951,8,1,1,3,276,SARDINA COMUN,1,85000.0,MIXTA_AH
2014,10951,8,1,2,4,276,SARDINA COMUN,1,85000.0,MIXTA_AH
2014,10951,8,1,2,5,276,SARDINA COMUN,1,85000.0,MIXTA_AH
2014,10951,8,1,2,6,276,SARDINA COMUN,1,85000.0,MIXTA_AH
2014,10951,8,2,3,7,276,SARDINA COMUN,1,85000.0,MIXTA_AH
2014,10951,8,2,4,10,276,SARDINA COMUN,1,85000.0,MIXTA_AH
2014,10951,8,2,4,11,276,SARDINA COMUN,1,85000.0,MIXTA_AH
2019,90099,8,2,3,7,205,ANCHOVETA,1,84863.0,ANIMAL
2019,90099,8,2,3,7,276,SARDINA COMUN,1,84836.0,ANIMAL
2013,14837,14,2,4,11,205,ANCHOVETA,1,84664.0,HUMANO
2013,14837,14,2,4,11,276,SARDINA COMUN,1,84664.0,HUMANO
2013,14837,14,2,4,12,205,ANCHOVETA,1,84480.0,HUMANO
2013,14837,14,2,4,12,276,SARDINA COMUN,1,84480.0,HUMANO
2014,28064,3,1,1,2,205,ANCHOVETA,1,84457.0,ANIMAL
2014,28064,3,1,1,1,205,ANCHOVETA,1,84433.0,ANIMAL
2012,2421,8,2,3,9,205,ANCHOVETA,,84000.0,ANIMAL
2012,2421,8,2,3,9,276,SARDINA COMUN,,84000.0,ANIMAL
2012,13702,8,2,3,9,205,ANCHOVETA,,84000.0,ANIMAL
2012,13702,8,2,3,9,276,SARDINA COMUN,,84000.0,ANIMAL
2012,14815,8,2,3,9,205,ANCHOVETA,,84000.0,MIXTA_AH
2012,14815,8,2,3,9,276,SARDINA COMUN,,84000.0,MIXTA_AH
